Product_ID,CurrencyKey,UnitCost,ExchangeRate,CNY,SCD_EffectiveDate
101060106039,23,351.3375,6.63,2329.367625,01-10-2014
101060106040,23,351.3375,6.63,2329.367625,01-10-2014
101060106041,23,387.5377,6.63,2569.374951,01-10-2014
101060106042,23,387.5377,6.63,2569.374951,01-10-2014
101060106043,23,387.5377,6.63,2569.374951,01-10-2014
101060106044,23,387.5377,6.63,2569.374951,01-10-2014
101060106045,23,387.5377,6.63,2569.374951,01-10-2014
101060106046,23,550.3268,6.63,3648.666684,01-10-2014
101060106047,23,550.3268,6.63,3648.666684,01-10-2014
101060106048,23,550.3268,6.63,3648.666684,01-10-2014
101060106049,23,550.3268,6.63,3648.666684,01-10-2014
101060106050,23,550.3268,6.63,3648.666684,01-10-2014
202010201001,23,597.1674,6.63,3959.219862,01-10-2014
202010201002,23,597.1674,6.63,3959.219862,01-10-2014
202010201003,23,597.1674,6.63,3959.219862,01-10-2014
202010201004,23,421.4691,6.63,2794.340133,01-10-2014
202010201005,23,421.4691,6.63,2794.340133,01-10-2014
202010201006,23,421.4691,6.63,2794.340133,01-10-2014
202010201007,23,887.1729,6.63,5881.956327,01-10-2014
202010201008,23,887.1729,6.63,5881.956327,01-10-2014
202010201009,23,887.1729,6.63,5881.956327,01-10-2014
202010201010,23,503.7373,6.63,3339.778299,01-10-2014
202010201011,23,503.7373,6.63,3339.778299,01-10-2014
202010201012,23,503.7373,6.63,3339.778299,01-10-2014
202010201013,23,503.7373,6.63,3339.778299,01-10-2014
202010201014,23,702.5864,6.63,4658.147832,01-10-2014
202010201015,23,702.5864,6.63,4658.147832,01-10-2014
202010201016,23,702.5864,6.63,4658.147832,01-10-2014
202010201017,23,702.5864,6.63,4658.147832,01-10-2014
202010201018,23,1108.8283,6.63,7351.531629,01-10-2014
202010201019,23,1108.8283,6.63,7351.531629,01-10-2014
202010201020,23,1108.8283,6.63,7351.531629,01-10-2014
202010201021,23,1108.8283,6.63,7351.531629,01-10-2014
202010201022,23,1527.6669,6.63,10128.43155,01-10-2014
202010201023,23,1527.6669,6.63,10128.43155,01-10-2014
202010201024,23,1527.6669,6.63,10128.43155,01-10-2014
202010201025,23,1527.6669,6.63,10128.43155,01-10-2014
202010201026,23,1016.1413,6.63,6737.016819,01-10-2014
202010201027,23,1016.1413,6.63,6737.016819,01-10-2014
202010201028,23,1016.1413,6.63,6737.016819,01-10-2014
202010201029,23,1016.1413,6.63,6737.016819,01-10-2014
202010201030,23,6088.1946,6.63,40364.7302,01-10-2014
202010201031,23,6088.1946,6.63,40364.7302,01-10-2014
202010201032,23,6088.1946,6.63,40364.7302,01-10-2014
202010201033,23,6088.1946,6.63,40364.7302,01-10-2014
202010201034,23,2608.4548,6.63,17294.05532,01-10-2014
202010201035,23,2608.4548,6.63,17294.05532,01-10-2014
202010201036,23,2608.4548,6.63,17294.05532,01-10-2014
202010201037,23,2608.4548,6.63,17294.05532,01-10-2014
202010201038,23,1489.0945,6.63,9872.696535,01-10-2014
202010201039,23,1489.0945,6.63,9872.696535,01-10-2014
202010201040,23,1489.0945,6.63,9872.696535,01-10-2014
202010201041,23,1489.0945,6.63,9872.696535,01-10-2014
202010201042,23,3205.2968,6.63,21251.11778,01-10-2014
202010201043,23,3205.2968,6.63,21251.11778,01-10-2014
202010201044,23,3205.2968,6.63,21251.11778,01-10-2014
202010201045,23,3205.2968,6.63,21251.11778,01-10-2014
202010201046,23,3504.9368,6.63,23237.73098,01-10-2014
202010201047,23,3504.9368,6.63,23237.73098,01-10-2014
202010201048,23,3504.9368,6.63,23237.73098,01-10-2014
202010201049,23,3504.9368,6.63,23237.73098,01-10-2014
202010201050,23,2682.0512,6.63,17781.99946,01-10-2014
202020202001,23,346.7309,6.63,2298.825867,01-10-2014
202020202002,23,242.3947,6.63,1607.076861,01-10-2014
202020202003,23,408.7224,6.63,2709.829512,01-10-2014
202020202004,23,377.0278,6.63,2499.694314,01-10-2014
202020202005,23,345.4021,6.63,2290.015923,01-10-2014
202020202006,23,302.5037,6.63,2005.599531,01-10-2014
202020202007,23,354.7782,6.63,2352.179466,01-10-2014
202020202008,23,315.7746,6.63,2093.585598,01-10-2014
202020202009,23,285.96,6.63,1895.9148,01-10-2014
202020202010,23,340.6479,6.63,2258.495577,01-10-2014
202020202011,23,402.1079,6.63,2665.975377,01-10-2014
202020202012,23,199.8826,6.63,1325.221638,01-10-2014
202020202013,23,231.8528,6.63,1537.184064,01-10-2014
202020202014,23,346.7309,6.63,2298.825867,01-10-2014
202020202015,23,242.3947,6.63,1607.076861,01-10-2014
202020202016,23,408.7224,6.63,2709.829512,01-10-2014
202020202017,23,377.0278,6.63,2499.694314,01-10-2014
202020202018,23,345.4021,6.63,2290.015923,01-10-2014
202020202019,23,302.5037,6.63,2005.599531,01-10-2014
202020202020,23,354.7782,6.63,2352.179466,01-10-2014
202020202021,23,315.7746,6.63,2093.585598,01-10-2014
202020202022,23,285.96,6.63,1895.9148,01-10-2014
202020202023,23,340.6479,6.63,2258.495577,01-10-2014
202020202024,23,402.1079,6.63,2665.975377,01-10-2014
202020202025,23,199.8826,6.63,1325.221638,01-10-2014
202020202026,23,231.8528,6.63,1537.184064,01-10-2014
202030203001,23,1830.1706,6.63,12134.03108,01-10-2014
202030203002,23,2214.7627,6.63,14683.8767,01-10-2014
202030203003,23,1050.3311,6.63,6963.695193,01-10-2014
202030203004,23,1952.3547,6.63,12944.11166,01-10-2014
202030203005,23,948.0816,6.63,6285.781008,01-10-2014
202030203006,23,1053.5006,6.63,6984.708978,01-10-2014
202030203007,23,1745.4404,6.63,11572.26985,01-10-2014
202030203008,23,1738.4826,6.63,11526.13964,01-10-2014
202030203009,23,1677.4238,6.63,11121.31979,01-10-2014
202030203010,23,2135.6641,6.63,14159.45298,01-10-2014
202030203011,23,2183.1371,6.63,14474.19897,01-10-2014
202030203012,23,1758.8134,6.63,11660.93284,01-10-2014
202030203013,23,2328.2044,6.63,15435.99517,01-10-2014
202030203014,23,1830.1706,6.63,12134.03108,01-10-2014
202030203015,23,1802.8709,6.63,11953.03407,01-10-2014
202030203016,23,1834.5655,6.63,12163.16927,01-10-2014
202030203017,23,1830.1706,6.63,12134.03108,01-10-2014
202030203018,23,2214.7627,6.63,14683.8767,01-10-2014
202030203019,23,1050.3311,6.63,6963.695193,01-10-2014
202030203020,23,1952.3547,6.63,12944.11166,01-10-2014
202030203021,23,948.0816,6.63,6285.781008,01-10-2014
202030203022,23,1053.5006,6.63,6984.708978,01-10-2014
202030203023,23,1745.4404,6.63,11572.26985,01-10-2014
202030203024,23,1738.4826,6.63,11526.13964,01-10-2014
202030203025,23,1677.4238,6.63,11121.31979,01-10-2014
202030203026,23,2135.6641,6.63,14159.45298,01-10-2014
202030203027,23,2183.1371,6.63,14474.19897,01-10-2014
202030203028,23,1758.8134,6.63,11660.93284,01-10-2014
202030203029,23,2328.2044,6.63,15435.99517,01-10-2014
202030203030,23,1830.1706,6.63,12134.03108,01-10-2014
202030203031,23,1802.8709,6.63,11953.03407,01-10-2014
202030203032,23,1834.5655,6.63,12163.16927,01-10-2014
202030203033,23,1830.1706,6.63,12134.03108,01-10-2014
202030203034,23,2214.7627,6.63,14683.8767,01-10-2014
202030203035,23,1050.3311,6.63,6963.695193,01-10-2014
202030203036,23,1952.3547,6.63,12944.11166,01-10-2014
202030203037,23,948.0816,6.63,6285.781008,01-10-2014
202030203038,23,1053.5006,6.63,6984.708978,01-10-2014
202030203039,23,1745.4404,6.63,11572.26985,01-10-2014
202030203040,23,1738.4826,6.63,11526.13964,01-10-2014
202030203041,23,1677.4238,6.63,11121.31979,01-10-2014
202030203042,23,2135.6641,6.63,14159.45298,01-10-2014
202030203043,23,2183.1371,6.63,14474.19897,01-10-2014
202030203044,23,1758.8134,6.63,11660.93284,01-10-2014
202030203045,23,2328.2044,6.63,15435.99517,01-10-2014
202030203046,23,1830.1706,6.63,12134.03108,01-10-2014
202030203047,23,1802.8709,6.63,11953.03407,01-10-2014
202030203048,23,1834.5655,6.63,12163.16927,01-10-2014
202030203049,23,1050.3311,6.63,6963.695193,01-10-2014
202030203050,23,1155.6812,6.63,7662.166356,01-10-2014
202030203051,23,2029.4183,6.63,13455.04333,01-10-2014
202030203052,23,1436.7295,6.63,9525.516585,01-10-2014
202030203053,23,1359.2845,6.63,9012.056235,01-10-2014
202030203054,23,1494.048,6.63,9905.53824,01-10-2014
202030203055,23,1155.6812,6.63,7662.166356,01-10-2014
202030203056,23,1035.7413,6.63,6866.964819,01-10-2014
202030203057,23,1264.2696,6.63,8382.107448,01-10-2014
202030203058,23,699.0724,6.63,4634.850012,01-10-2014
202030203059,23,1616.2985,6.63,10716.05906,01-10-2014
202030203060,23,1686.1521,6.63,11179.18842,01-10-2014
202030203061,23,1219.4493,6.63,8084.948859,01-10-2014
202030203062,23,1050.3311,6.63,6963.695193,01-10-2014
202030203063,23,1155.6812,6.63,7662.166356,01-10-2014
202030203064,23,2029.4183,6.63,13455.04333,01-10-2014
202030203065,23,1436.7295,6.63,9525.516585,01-10-2014
202030203066,23,1359.2845,6.63,9012.056235,01-10-2014
202030203067,23,1494.048,6.63,9905.53824,01-10-2014
202030203068,23,1155.6812,6.63,7662.166356,01-10-2014
202030203069,23,1035.7413,6.63,6866.964819,01-10-2014
202030203070,23,1264.2696,6.63,8382.107448,01-10-2014
202030203071,23,699.0724,6.63,4634.850012,01-10-2014
202030203072,23,1616.2985,6.63,10716.05906,01-10-2014
202030203073,23,1686.1521,6.63,11179.18842,01-10-2014
202030203074,23,1219.4493,6.63,8084.948859,01-10-2014
202030203075,23,1050.3311,6.63,6963.695193,01-10-2014
202030203076,23,1155.6812,6.63,7662.166356,01-10-2014
202030203077,23,2029.4183,6.63,13455.04333,01-10-2014
202030203078,23,1436.7295,6.63,9525.516585,01-10-2014
202030203079,23,1359.2845,6.63,9012.056235,01-10-2014
202030203080,23,1494.048,6.63,9905.53824,01-10-2014
202030203081,23,1155.6812,6.63,7662.166356,01-10-2014
202030203082,23,1035.7413,6.63,6866.964819,01-10-2014
202030203083,23,1264.2696,6.63,8382.107448,01-10-2014
202030203084,23,699.0724,6.63,4634.850012,01-10-2014
202030203085,23,1616.2985,6.63,10716.05906,01-10-2014
202030203086,23,1686.1521,6.63,11179.18842,01-10-2014
202030203087,23,1219.4493,6.63,8084.948859,01-10-2014
202030203088,23,1050.3311,6.63,6963.695193,01-10-2014
202030203089,23,1155.6812,6.63,7662.166356,01-10-2014
202030203090,23,2029.4183,6.63,13455.04333,01-10-2014
202030203091,23,1436.7295,6.63,9525.516585,01-10-2014
202030203092,23,1359.2845,6.63,9012.056235,01-10-2014
202030203093,23,1494.048,6.63,9905.53824,01-10-2014
202030203094,23,1155.6812,6.63,7662.166356,01-10-2014
202030203095,23,1035.7413,6.63,6866.964819,01-10-2014
202030203096,23,1264.2696,6.63,8382.107448,01-10-2014
202030203097,23,699.0724,6.63,4634.850012,01-10-2014
202030203098,23,1616.2985,6.63,10716.05906,01-10-2014
202030203099,23,1686.1521,6.63,11179.18842,01-10-2014
202030203100,23,1219.4493,6.63,8084.948859,01-10-2014
202050205001,23,1584.2471,6.63,10503.55827,01-10-2014
202050205002,23,1581.0777,6.63,10482.54515,01-10-2014
202050205003,23,1050.3311,6.63,6963.695193,01-10-2014
202050205004,23,980.0518,6.63,6497.743434,01-10-2014
202050205005,23,909.8414,6.63,6032.248482,01-10-2014
202050205006,23,944.9122,6.63,6264.767886,01-10-2014
202050205007,23,1085.4708,6.63,7196.671404,01-10-2014
202050205008,23,699.0724,6.63,4634.850012,01-10-2014
202050205009,23,769.2828,6.63,5100.344964,01-10-2014
202050205010,23,1120.6104,6.63,7429.646952,01-10-2014
202050205011,23,2097.3039,6.63,13905.12486,01-10-2014
202050205012,23,1912.9555,6.63,12682.89497,01-10-2014
202050205013,23,2214.7627,6.63,14683.8767,01-10-2014
202050205014,23,1042.4764,6.63,6911.618532,01-10-2014
202050205015,23,1169.1858,6.63,7751.701854,01-10-2014
202050205016,23,1169.1858,6.63,7751.701854,01-10-2014
202050205017,23,1584.2471,6.63,10503.55827,01-10-2014
202050205018,23,1581.0777,6.63,10482.54515,01-10-2014
202050205019,23,1050.3311,6.63,6963.695193,01-10-2014
202050205020,23,980.0518,6.63,6497.743434,01-10-2014
202050205021,23,909.8414,6.63,6032.248482,01-10-2014
202050205022,23,944.9122,6.63,6264.767886,01-10-2014
202050205023,23,1085.4708,6.63,7196.671404,01-10-2014
202050205024,23,699.0724,6.63,4634.850012,01-10-2014
202050205025,23,769.2828,6.63,5100.344964,01-10-2014
202050205026,23,1120.6104,6.63,7429.646952,01-10-2014
202050205027,23,2097.3039,6.63,13905.12486,01-10-2014
202050205028,23,1912.9555,6.63,12682.89497,01-10-2014
202050205029,23,2214.7627,6.63,14683.8767,01-10-2014
202050205030,23,1042.4764,6.63,6911.618532,01-10-2014
202050205031,23,1169.1858,6.63,7751.701854,01-10-2014
202050205032,23,1169.1858,6.63,7751.701854,01-10-2014
202050205033,23,1584.2471,6.63,10503.55827,01-10-2014
202050205034,23,1581.0777,6.63,10482.54515,01-10-2014
202050205035,23,1050.3311,6.63,6963.695193,01-10-2014
202050205036,23,980.0518,6.63,6497.743434,01-10-2014
202050205037,23,909.8414,6.63,6032.248482,01-10-2014
202050205038,23,944.9122,6.63,6264.767886,01-10-2014
202050205039,23,1085.4708,6.63,7196.671404,01-10-2014
202050205040,23,699.0724,6.63,4634.850012,01-10-2014
202050205041,23,769.2828,6.63,5100.344964,01-10-2014
202050205042,23,1120.6104,6.63,7429.646952,01-10-2014
202050205043,23,2097.3039,6.63,13905.12486,01-10-2014
202050205044,23,1912.9555,6.63,12682.89497,01-10-2014
202050205045,23,2214.7627,6.63,14683.8767,01-10-2014
202050205046,23,1042.4764,6.63,6911.618532,01-10-2014
303010301001,23,2737.1033,6.63,18146.99488,01-10-2014
303010301002,23,2787.9525,6.63,18484.12508,01-10-2014
303010301003,23,2595.0289,6.63,17205.04161,01-10-2014
303010301004,23,3063.971,6.63,20314.12773,01-10-2014
303010301005,23,1897.9547,6.63,12583.43966,01-10-2014
303010301006,23,2508.8334,6.63,16633.56544,01-10-2014
303010301007,23,1285.6979,6.63,8524.177077,01-10-2014
303010301008,23,2214.7627,6.63,14683.8767,01-10-2014
303010301009,23,2088.0533,6.63,13843.79338,01-10-2014
303010301010,23,1856.7517,6.63,12310.26377,01-10-2014
303010301011,23,2401.7608,6.63,15923.6741,01-10-2014
303010301012,23,1345.3664,6.63,8919.779232,01-10-2014
303010301013,23,1401.5898,6.63,9292.540374,01-10-2014
303010301014,23,1180.2789,6.63,7825.249107,01-10-2014
303010301015,23,1124.1244,6.63,7452.944772,01-10-2014
303010301016,23,1352.0498,6.63,8964.090174,01-10-2014
303010301017,23,1345.2286,6.63,8918.865618,01-10-2014
303010301018,23,1276.8785,6.63,8465.704455,01-10-2014
303010301019,23,1447.6848,6.63,9598.150224,01-10-2014
303010301020,23,1159.1951,6.63,7685.463513,01-10-2014
303010301021,23,1145.1393,6.63,7592.273559,01-10-2014
303010301022,23,1292.7258,6.63,8570.772054,01-10-2014
303010301023,23,1334.8934,6.63,8850.343242,01-10-2014
303010301024,23,1366.4502,6.63,9059.564826,01-10-2014
303010301025,23,2965.3733,6.63,19660.42498,01-10-2014
303010301026,23,2214.7627,6.63,14683.8767,01-10-2014
303010301027,23,1345.2286,6.63,8918.865618,01-10-2014
303010301028,23,1897.9547,6.63,12583.43966,01-10-2014
303010301029,23,2401.7608,6.63,15923.6741,01-10-2014
303010301030,23,1145.1393,6.63,7592.273559,01-10-2014
303010301031,23,2965.3733,6.63,19660.42498,01-10-2014
303010301032,23,2214.7627,6.63,14683.8767,01-10-2014
303010301033,23,1345.2286,6.63,8918.865618,01-10-2014
303010301034,23,1897.9547,6.63,12583.43966,01-10-2014
303010301035,23,2401.7608,6.63,15923.6741,01-10-2014
303010301036,23,1145.1393,6.63,7592.273559,01-10-2014
303010301037,23,2965.3733,6.63,19660.42498,01-10-2014
303010301038,23,2214.7627,6.63,14683.8767,01-10-2014
303010301039,23,1345.2286,6.63,8918.865618,01-10-2014
303010301040,23,1897.9547,6.63,12583.43966,01-10-2014
303010301041,23,2401.7608,6.63,15923.6741,01-10-2014
303010301042,23,1145.1393,6.63,7592.273559,01-10-2014
303010301043,23,2965.3733,6.63,19660.42498,01-10-2014
303010301044,23,2214.7627,6.63,14683.8767,01-10-2014
303010301045,23,1345.2286,6.63,8918.865618,01-10-2014
303010301046,23,1897.9547,6.63,12583.43966,01-10-2014
303010301047,23,2401.7608,6.63,15923.6741,01-10-2014
303010301048,23,1145.1393,6.63,7592.273559,01-10-2014
303010301049,23,2965.3733,6.63,19660.42498,01-10-2014
303010301050,23,2214.7627,6.63,14683.8767,01-10-2014
303010301051,23,1345.2286,6.63,8918.865618,01-10-2014
303010301052,23,1897.9547,6.63,12583.43966,01-10-2014
303010301053,23,2965.3733,6.63,19660.42498,01-10-2014
303010301054,23,2214.7627,6.63,14683.8767,01-10-2014
303010301055,23,1345.2286,6.63,8918.865618,01-10-2014
303010301056,23,1897.9547,6.63,12583.43966,01-10-2014
303010301057,23,2401.7608,6.63,15923.6741,01-10-2014
303010301058,23,1145.1393,6.63,7592.273559,01-10-2014
303010301059,23,2965.3733,6.63,19660.42498,01-10-2014
303010301060,23,2214.7627,6.63,14683.8767,01-10-2014
303010301061,23,1345.2286,6.63,8918.865618,01-10-2014
303010301062,23,1897.9547,6.63,12583.43966,01-10-2014
303010301063,23,2401.7608,6.63,15923.6741,01-10-2014
303010301064,23,1145.1393,6.63,7592.273559,01-10-2014
303010301065,23,2965.3733,6.63,19660.42498,01-10-2014
303010301066,23,2214.7627,6.63,14683.8767,01-10-2014
303010301067,23,2965.3733,6.63,19660.42498,01-10-2014
303010301068,23,2214.7627,6.63,14683.8767,01-10-2014
303010301069,23,1345.2286,6.63,8918.865618,01-10-2014
303010301070,23,1897.9547,6.63,12583.43966,01-10-2014
303010301071,23,2401.7608,6.63,15923.6741,01-10-2014
303010301072,23,1145.1393,6.63,7592.273559,01-10-2014
303010301073,23,2965.3733,6.63,19660.42498,01-10-2014
303010301074,23,2214.7627,6.63,14683.8767,01-10-2014
303010301075,23,1345.2286,6.63,8918.865618,01-10-2014
303010301076,23,1897.9547,6.63,12583.43966,01-10-2014
303010301077,23,2401.7608,6.63,15923.6741,01-10-2014
303010301078,23,1145.1393,6.63,7592.273559,01-10-2014
303030303001,23,2034.3195,6.63,13487.53829,01-10-2014
303030303002,23,1830.1706,6.63,12134.03108,01-10-2014
303030303003,23,948.2883,6.63,6287.151429,01-10-2014
303030303004,23,1296.2398,6.63,8594.069874,01-10-2014
303030303005,23,1756.018,6.63,11642.39934,01-10-2014
303030303006,23,1486.0628,6.63,9852.596364,01-10-2014
303030303007,23,2034.3195,6.63,13487.53829,01-10-2014
303030303008,23,1830.1706,6.63,12134.03108,01-10-2014
303030303009,23,948.2883,6.63,6287.151429,01-10-2014
303030303010,23,1296.2398,6.63,8594.069874,01-10-2014
303030303011,23,1756.018,6.63,11642.39934,01-10-2014
303030303012,23,1486.0628,6.63,9852.596364,01-10-2014
303030303013,23,2034.3195,6.63,13487.53829,01-10-2014
303030303014,23,1832.8946,6.63,12152.0912,01-10-2014
303030303015,23,948.2883,6.63,6287.151429,01-10-2014
303030303016,23,1296.2398,6.63,8594.069874,01-10-2014
303030303017,23,1756.018,6.63,11642.39934,01-10-2014
303030303018,23,2034.3195,6.63,13487.53829,01-10-2014
303030303019,23,1830.1706,6.63,12134.03108,01-10-2014
303030303020,23,948.2883,6.63,6287.151429,01-10-2014
303030303021,23,1296.2398,6.63,8594.069874,01-10-2014
303030303022,23,1756.018,6.63,11642.39934,01-10-2014
303030303023,23,1929.3244,6.63,12791.42077,01-10-2014
303030303024,23,1707.92,6.63,11323.5096,01-10-2014
303030303025,23,772.659,6.63,5122.72917,01-10-2014
303030303026,23,807.5919,6.63,5354.334297,01-10-2014
303030303027,23,948.0816,6.63,6285.781008,01-10-2014
303030303028,23,1105.7966,6.63,7331.431458,01-10-2014
303030303029,23,1929.3244,6.63,12791.42077,01-10-2014
303030303030,23,1707.92,6.63,11323.5096,01-10-2014
303030303031,23,772.659,6.63,5122.72917,01-10-2014
303030303032,23,807.5919,6.63,5354.334297,01-10-2014
303030303033,23,948.0816,6.63,6285.781008,01-10-2014
303030303034,23,1105.7966,6.63,7331.431458,01-10-2014
303030303035,23,1929.3244,6.63,12791.42077,01-10-2014
303030303036,23,1707.92,6.63,11323.5096,01-10-2014
303030303037,23,772.659,6.63,5122.72917,01-10-2014
303030303038,23,807.5919,6.63,5354.334297,01-10-2014
303030303039,23,948.0816,6.63,6285.781008,01-10-2014
303030303040,23,1929.3244,6.63,12791.42077,01-10-2014
303030303041,23,1707.92,6.63,11323.5096,01-10-2014
303030303042,23,772.659,6.63,5122.72917,01-10-2014
303030303043,23,807.5919,6.63,5354.334297,01-10-2014
303030303044,23,948.0816,6.63,6285.781008,01-10-2014
303030303045,23,1053.5006,6.63,6984.708978,01-10-2014
303040304001,23,1719.3976,6.63,11399.60609,01-10-2014
303040304002,23,1824.3927,6.63,12095.7236,01-10-2014
303040304003,23,1362.6286,6.63,9034.227618,01-10-2014
303040304004,23,1494.7124,6.63,9909.943212,01-10-2014
303040304005,23,791.373,6.63,5246.80299,01-10-2014
303040304006,23,852.4319,6.63,5651.623497,01-10-2014
303040304007,23,440.417,6.63,2919.96471,01-10-2014
303040304008,23,567.1953,6.63,3760.504839,01-10-2014
303040304009,23,347.7448,6.63,2305.548024,01-10-2014
303040304010,23,453.1637,6.63,3004.475331,01-10-2014
303040304011,23,347.7448,6.63,2305.548024,01-10-2014
303040304012,23,242.3947,6.63,1607.076861,01-10-2014
