Brand_ID,CurrencyKey,UnitCost,Exch,EURO,SCD_EffectiveDate
ntrad0000001            ,7,11.632,1.1,12.7952,10-01-2014
ntrad0000002            ,7,11.632,1.1,12.7952,10-01-2014
ntrad0000003            ,7,11.632,1.1,12.7952,10-01-2014
ntrad0000004            ,7,11.632,1.1,12.7952,10-01-2014
ntrad0000005            ,7,19.579,1.1,21.5369,10-01-2014
ntrad0000006            ,7,19.579,1.1,21.5369,10-01-2014
ntrad0000007            ,7,19.579,1.1,21.5369,10-01-2014
ntrad0000008            ,7,19.579,1.1,21.5369,10-01-2014
ntrad0000009            ,7,14.9411,1.1,16.43521,10-01-2014
ntrad0000010            ,7,15.4945,1.1,17.04395,10-01-2014
ntrad0000011            ,7,15.4945,1.1,17.04395,10-01-2014
ntrad0000012            ,7,15.4945,1.1,17.04395,10-01-2014
ntrad0000013            ,7,16.56,1.1,18.216,10-01-2014
ntrad0000014            ,7,16.56,1.1,18.216,10-01-2014
ntrad0000015            ,7,16.56,1.1,18.216,10-01-2014
ntrad0000016            ,7,16.56,1.1,18.216,10-01-2014
ntrad0000017            ,7,16.56,1.1,18.216,10-01-2014
ntrad0000018            ,7,39.3692,1.1,43.30612,10-01-2014
ntrad0000019            ,7,39.3692,1.1,43.30612,10-01-2014
ntrad0000020            ,7,39.3692,1.1,43.30612,10-01-2014
ntrad0000021            ,7,39.3692,1.1,43.30612,10-01-2014
ntrad0000022            ,7,39.3692,1.1,43.30612,10-01-2014
ntrad0000023            ,7,42.5458,1.1,46.80038,10-01-2014
ntrad0000024            ,7,42.5458,1.1,46.80038,10-01-2014
ntrad0000025            ,7,42.5458,1.1,46.80038,10-01-2014
ntrad0000026            ,7,42.5458,1.1,46.80038,10-01-2014
ntrad0000027            ,7,42.5458,1.1,46.80038,10-01-2014
wwim 0000021            ,7,30.5095,1.1,33.56045,10-01-2014
wwim 0000022            ,7,30.5095,1.1,33.56045,10-01-2014
wwim 0000023            ,7,30.5095,1.1,33.56045,10-01-2014
wwim 0000024            ,7,30.5095,1.1,33.56045,10-01-2014
wwim 0000025            ,7,30.5095,1.1,33.56045,10-01-2014
wwim 0000026            ,7,45.0591,1.1,49.56501,10-01-2014
wwim 0000027            ,7,45.0591,1.1,49.56501,10-01-2014
wwim 0000028            ,7,45.0591,1.1,49.56501,10-01-2014
wwim 0000029            ,7,45.0591,1.1,49.56501,10-01-2014
wwim 0000030            ,7,45.2771,1.1,49.80481,10-01-2014
wwim 0000031            ,7,45.2771,1.1,49.80481,10-01-2014
wwim 0000032            ,7,45.2771,1.1,49.80481,10-01-2014
wwim 0000033            ,7,45.2771,1.1,49.80481,10-01-2014
wwim 0000034            ,7,49.9423,1.1,54.93653,10-01-2014
wwim 0000035            ,7,49.9423,1.1,54.93653,10-01-2014
wwim 0000036            ,7,49.9423,1.1,54.93653,10-01-2014
wwim 0000037            ,7,49.9423,1.1,54.93653,10-01-2014
wwim 0000038            ,7,49.9423,1.1,54.93653,10-01-2014
wwim 0000039            ,7,70.921,1.1,78.0131,10-01-2014
wwim 0000040            ,7,70.921,1.1,78.0131,10-01-2014
wwim 0000041            ,7,70.921,1.1,78.0131,10-01-2014
wwim 0000042            ,7,70.921,1.1,78.0131,10-01-2014
wwim 0000043            ,7,70.921,1.1,78.0131,10-01-2014
advwk0000001            ,7,76.9574,1.1,84.65314,10-01-2014
advwk0000002            ,7,76.9574,1.1,84.65314,10-01-2014
advwk0000003            ,7,76.9574,1.1,84.65314,10-01-2014
advwk0000004            ,7,54.315,1.1,59.7465,10-01-2014
advwk0000005            ,7,54.315,1.1,59.7465,10-01-2014
advwk0000006            ,7,54.315,1.1,59.7465,10-01-2014
advwk0000007            ,7,114.3306,1.1,125.76366,10-01-2014
advwk0000008            ,7,114.3306,1.1,125.76366,10-01-2014
advwk0000009            ,7,114.3306,1.1,125.76366,10-01-2014
advwk0000010            ,7,64.917,1.1,71.4087,10-01-2014
advwk0000011            ,7,64.917,1.1,71.4087,10-01-2014
advwk0000012            ,7,64.917,1.1,71.4087,10-01-2014
advwk0000013            ,7,64.917,1.1,71.4087,10-01-2014
advwk0000014            ,7,90.5428,1.1,99.59708,10-01-2014
advwk0000015            ,7,90.5428,1.1,99.59708,10-01-2014
advwk0000016            ,7,90.5428,1.1,99.59708,10-01-2014
advwk0000017            ,7,90.5428,1.1,99.59708,10-01-2014
advwk0000018            ,7,142.8955,1.1,157.18505,10-01-2014
advwk0000019            ,7,142.8955,1.1,157.18505,10-01-2014
advwk0000020            ,7,142.8955,1.1,157.18505,10-01-2014
advwk0000021            ,7,142.8955,1.1,157.18505,10-01-2014
advwk0000022            ,7,196.8716,1.1,216.55876,10-01-2014
advwk0000023            ,7,196.8716,1.1,216.55876,10-01-2014
advwk0000024            ,7,196.8716,1.1,216.55876,10-01-2014
advwk0000025            ,7,196.8716,1.1,216.55876,10-01-2014
advwk0000026            ,7,130.9509,1.1,144.04599,10-01-2014
advwk0000027            ,7,130.9509,1.1,144.04599,10-01-2014
advwk0000028            ,7,130.9509,1.1,144.04599,10-01-2014
advwk0000029            ,7,130.9509,1.1,144.04599,10-01-2014
advwk0000030            ,7,784.5902,1.1,863.04922,10-01-2014
advwk0000031            ,7,784.5902,1.1,863.04922,10-01-2014
advwk0000032            ,7,784.5902,1.1,863.04922,10-01-2014
advwk0000033            ,7,784.5902,1.1,863.04922,10-01-2014
advwk0000034            ,7,336.1535,1.1,369.76885,10-01-2014
advwk0000035            ,7,336.1535,1.1,369.76885,10-01-2014
advwk0000036            ,7,336.1535,1.1,369.76885,10-01-2014
advwk0000037            ,7,336.1535,1.1,369.76885,10-01-2014
advwk0000038            ,7,191.9007,1.1,211.09077,10-01-2014
advwk0000039            ,7,191.9007,1.1,211.09077,10-01-2014
advwk0000040            ,7,191.9007,1.1,211.09077,10-01-2014
advwk0000041            ,7,191.9007,1.1,211.09077,10-01-2014
advwk0000042            ,7,413.069,1.1,454.3759,10-01-2014
advwk0000043            ,7,413.069,1.1,454.3759,10-01-2014
advwk0000044            ,7,413.069,1.1,454.3759,10-01-2014
advwk0000045            ,7,413.069,1.1,454.3759,10-01-2014
advwk0000046            ,7,451.6838,1.1,496.85218,10-01-2014
advwk0000047            ,7,451.6838,1.1,496.85218,10-01-2014
advwk0000048            ,7,451.6838,1.1,496.85218,10-01-2014
advwk0000049            ,7,451.6838,1.1,496.85218,10-01-2014
advwk0000050            ,7,345.638,1.1,380.2018,10-01-2014
svido0000047            ,7,44.6835,1.1,49.15185,10-01-2014
svido0000048            ,7,31.2376,1.1,34.36136,10-01-2014
svido0000049            ,7,52.6724,1.1,57.93964,10-01-2014
svido0000050            ,7,48.5879,1.1,53.44669,10-01-2014
svido0000051            ,7,44.5122,1.1,48.96342,10-01-2014
svido0000052            ,7,38.9839,1.1,42.88229,10-01-2014
svido0000053            ,7,45.7205,1.1,50.29255,10-01-2014
svido0000054            ,7,40.6941,1.1,44.76351,10-01-2014
svido0000055            ,7,36.8519,1.1,40.53709,10-01-2014
svido0000056            ,7,43.8996,1.1,48.28956,10-01-2014
svido0000057            ,7,51.8199,1.1,57.00189,10-01-2014
svido0000058            ,7,25.759,1.1,28.3349,10-01-2014
svido0000059            ,7,29.879,1.1,32.8669,10-01-2014
svido0000060            ,7,44.6835,1.1,49.15185,10-01-2014
svido0000061            ,7,31.2376,1.1,34.36136,10-01-2014
svido0000062            ,7,52.6724,1.1,57.93964,10-01-2014
svido0000063            ,7,48.5879,1.1,53.44669,10-01-2014
svido0000064            ,7,44.5122,1.1,48.96342,10-01-2014
svido0000065            ,7,38.9839,1.1,42.88229,10-01-2014
svido0000066            ,7,45.7205,1.1,50.29255,10-01-2014
svido0000067            ,7,40.6941,1.1,44.76351,10-01-2014
svido0000068            ,7,36.8519,1.1,40.53709,10-01-2014
svido0000069            ,7,43.8996,1.1,48.28956,10-01-2014
svido0000070            ,7,51.8199,1.1,57.00189,10-01-2014
svido0000071            ,7,25.759,1.1,28.3349,10-01-2014
svido0000072            ,7,29.879,1.1,32.8669,10-01-2014
litwr0000217            ,7,235.8555,1.1,259.44105,10-01-2014
litwr0000218            ,7,285.4181,1.1,313.95991,10-01-2014
litwr0000219            ,7,135.357,1.1,148.8927,10-01-2014
litwr0000220            ,7,251.6014,1.1,276.76154,10-01-2014
litwr0000221            ,7,122.18,1.1,134.398,10-01-2014
litwr0000222            ,7,135.7654,1.1,149.34194,10-01-2014
litwr0000223            ,7,224.9362,1.1,247.42982,10-01-2014
litwr0000224            ,7,224.0396,1.1,246.44356,10-01-2014
litwr0000225            ,7,216.1709,1.1,237.78799,10-01-2014
litwr0000226            ,7,275.2246,1.1,302.74706,10-01-2014
litwr0000227            ,7,281.3425,1.1,309.47675,10-01-2014
litwr0000228            ,7,226.6596,1.1,249.32556,10-01-2014
litwr0000229            ,7,300.0375,1.1,330.04125,10-01-2014
litwr0000230            ,7,235.8555,1.1,259.44105,10-01-2014
litwr0000231            ,7,232.3373,1.1,255.57103,10-01-2014
litwr0000232            ,7,236.4218,1.1,260.06398,10-01-2014
litwr0000233            ,7,235.8555,1.1,259.44105,10-01-2014
litwr0000234            ,7,285.4181,1.1,313.95991,10-01-2014
litwr0000235            ,7,135.357,1.1,148.8927,10-01-2014
litwr0000236            ,7,251.6014,1.1,276.76154,10-01-2014
litwr0000237            ,7,122.18,1.1,134.398,10-01-2014
litwr0000238            ,7,135.7654,1.1,149.34194,10-01-2014
litwr0000239            ,7,224.9362,1.1,247.42982,10-01-2014
litwr0000240            ,7,224.0396,1.1,246.44356,10-01-2014
litwr0000241            ,7,216.1709,1.1,237.78799,10-01-2014
litwr0000242            ,7,275.2246,1.1,302.74706,10-01-2014
litwr0000243            ,7,281.3425,1.1,309.47675,10-01-2014
litwr0000244            ,7,226.6596,1.1,249.32556,10-01-2014
litwr0000245            ,7,300.0375,1.1,330.04125,10-01-2014
litwr0000246            ,7,235.8555,1.1,259.44105,10-01-2014
litwr0000247            ,7,232.3373,1.1,255.57103,10-01-2014
litwr0000248            ,7,236.4218,1.1,260.06398,10-01-2014
litwr0000249            ,7,235.8555,1.1,259.44105,10-01-2014
litwr0000250            ,7,285.4181,1.1,313.95991,10-01-2014
litwr0000251            ,7,135.357,1.1,148.8927,10-01-2014
litwr0000252            ,7,251.6014,1.1,276.76154,10-01-2014
litwr0000253            ,7,122.18,1.1,134.398,10-01-2014
litwr0000254            ,7,135.7654,1.1,149.34194,10-01-2014
litwr0000255            ,7,224.9362,1.1,247.42982,10-01-2014
litwr0000256            ,7,224.0396,1.1,246.44356,10-01-2014
litwr0000257            ,7,216.1709,1.1,237.78799,10-01-2014
litwr0000258            ,7,275.2246,1.1,302.74706,10-01-2014
litwr0000259            ,7,281.3425,1.1,309.47675,10-01-2014
litwr0000260            ,7,226.6596,1.1,249.32556,10-01-2014
litwr0000261            ,7,300.0375,1.1,330.04125,10-01-2014
litwr0000262            ,7,235.8555,1.1,259.44105,10-01-2014
litwr0000263            ,7,232.3373,1.1,255.57103,10-01-2014
litwr0000264            ,7,236.4218,1.1,260.06398,10-01-2014
ctoso0000318            ,7,135.357,1.1,148.8927,10-01-2014
ctoso0000319            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000320            ,7,261.5327,1.1,287.68597,10-01-2014
ctoso0000321            ,7,185.1524,1.1,203.66764,10-01-2014
ctoso0000322            ,7,175.172,1.1,192.6892,10-01-2014
ctoso0000323            ,7,192.5391,1.1,211.79301,10-01-2014
ctoso0000324            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000325            ,7,133.4768,1.1,146.82448,10-01-2014
ctoso0000326            ,7,162.9274,1.1,179.22014,10-01-2014
ctoso0000327            ,7,90.09,1.1,99.099,10-01-2014
ctoso0000328            ,7,208.2936,1.1,229.12296,10-01-2014
ctoso0000329            ,7,217.2957,1.1,239.02527,10-01-2014
ctoso0000330            ,7,157.1514,1.1,172.86654,10-01-2014
ctoso0000331            ,7,135.357,1.1,148.8927,10-01-2014
ctoso0000332            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000333            ,7,261.5327,1.1,287.68597,10-01-2014
ctoso0000334            ,7,185.1524,1.1,203.66764,10-01-2014
ctoso0000335            ,7,175.172,1.1,192.6892,10-01-2014
ctoso0000336            ,7,192.5391,1.1,211.79301,10-01-2014
ctoso0000337            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000338            ,7,133.4768,1.1,146.82448,10-01-2014
ctoso0000339            ,7,162.9274,1.1,179.22014,10-01-2014
ctoso0000340            ,7,90.09,1.1,99.099,10-01-2014
ctoso0000341            ,7,208.2936,1.1,229.12296,10-01-2014
ctoso0000342            ,7,217.2957,1.1,239.02527,10-01-2014
ctoso0000343            ,7,157.1514,1.1,172.86654,10-01-2014
ctoso0000344            ,7,135.357,1.1,148.8927,10-01-2014
ctoso0000345            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000346            ,7,261.5327,1.1,287.68597,10-01-2014
ctoso0000347            ,7,185.1524,1.1,203.66764,10-01-2014
ctoso0000348            ,7,175.172,1.1,192.6892,10-01-2014
ctoso0000349            ,7,192.5391,1.1,211.79301,10-01-2014
ctoso0000350            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000351            ,7,133.4768,1.1,146.82448,10-01-2014
ctoso0000352            ,7,162.9274,1.1,179.22014,10-01-2014
ctoso0000353            ,7,90.09,1.1,99.099,10-01-2014
ctoso0000354            ,7,208.2936,1.1,229.12296,10-01-2014
ctoso0000355            ,7,217.2957,1.1,239.02527,10-01-2014
ctoso0000356            ,7,157.1514,1.1,172.86654,10-01-2014
ctoso0000357            ,7,135.357,1.1,148.8927,10-01-2014
ctoso0000358            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000359            ,7,261.5327,1.1,287.68597,10-01-2014
ctoso0000360            ,7,185.1524,1.1,203.66764,10-01-2014
ctoso0000361            ,7,175.172,1.1,192.6892,10-01-2014
ctoso0000362            ,7,192.5391,1.1,211.79301,10-01-2014
ctoso0000363            ,7,148.9335,1.1,163.82685,10-01-2014
ctoso0000364            ,7,133.4768,1.1,146.82448,10-01-2014
ctoso0000365            ,7,162.9274,1.1,179.22014,10-01-2014
ctoso0000366            ,7,90.09,1.1,99.099,10-01-2014
ctoso0000367            ,7,208.2936,1.1,229.12296,10-01-2014
ctoso0000368            ,7,217.2957,1.1,239.02527,10-01-2014
ctoso0000369            ,7,157.1514,1.1,172.86654,10-01-2014
svido0000001            ,7,204.1631,1.1,224.57941,10-01-2014
svido0000002            ,7,203.7547,1.1,224.13017,10-01-2014
svido0000003            ,7,135.357,1.1,148.8927,10-01-2014
svido0000004            ,7,126.3,1.1,138.93,10-01-2014
svido0000005            ,7,117.2519,1.1,128.97709,10-01-2014
svido0000006            ,7,121.7715,1.1,133.94865,10-01-2014
svido0000007            ,7,139.8854,1.1,153.87394,10-01-2014
svido0000008            ,7,90.09,1.1,99.099,10-01-2014
svido0000009            ,7,99.1381,1.1,109.05191,10-01-2014
svido0000010            ,7,144.4139,1.1,158.85529,10-01-2014
svido0000011            ,7,270.2811,1.1,297.30921,10-01-2014
svido0000012            ,7,246.524,1.1,271.1764,10-01-2014
svido0000013            ,7,285.4181,1.1,313.95991,10-01-2014
svido0000014            ,7,134.3447,1.1,147.77917,10-01-2014
svido0000015            ,7,150.6739,1.1,165.74129,10-01-2014
svido0000016            ,7,150.6739,1.1,165.74129,10-01-2014
svido0000017            ,7,204.1631,1.1,224.57941,10-01-2014
svido0000018            ,7,203.7547,1.1,224.13017,10-01-2014
svido0000019            ,7,135.357,1.1,148.8927,10-01-2014
svido0000020            ,7,126.3,1.1,138.93,10-01-2014
svido0000021            ,7,117.2519,1.1,128.97709,10-01-2014
svido0000022            ,7,121.7715,1.1,133.94865,10-01-2014
svido0000023            ,7,139.8854,1.1,153.87394,10-01-2014
svido0000024            ,7,90.09,1.1,99.099,10-01-2014
svido0000025            ,7,99.1381,1.1,109.05191,10-01-2014
svido0000026            ,7,144.4139,1.1,158.85529,10-01-2014
svido0000027            ,7,270.2811,1.1,297.30921,10-01-2014
svido0000028            ,7,246.524,1.1,271.1764,10-01-2014
svido0000029            ,7,285.4181,1.1,313.95991,10-01-2014
svido0000030            ,7,134.3447,1.1,147.77917,10-01-2014
svido0000031            ,7,150.6739,1.1,165.74129,10-01-2014
svido0000032            ,7,150.6739,1.1,165.74129,10-01-2014
svido0000033            ,7,204.1631,1.1,224.57941,10-01-2014
svido0000034            ,7,203.7547,1.1,224.13017,10-01-2014
svido0000035            ,7,135.357,1.1,148.8927,10-01-2014
svido0000036            ,7,126.3,1.1,138.93,10-01-2014
svido0000037            ,7,117.2519,1.1,128.97709,10-01-2014
svido0000038            ,7,121.7715,1.1,133.94865,10-01-2014
svido0000039            ,7,139.8854,1.1,153.87394,10-01-2014
svido0000040            ,7,90.09,1.1,99.099,10-01-2014
svido0000041            ,7,99.1381,1.1,109.05191,10-01-2014
svido0000042            ,7,144.4139,1.1,158.85529,10-01-2014
svido0000043            ,7,270.2811,1.1,297.30921,10-01-2014
svido0000044            ,7,246.524,1.1,271.1764,10-01-2014
svido0000045            ,7,285.4181,1.1,313.95991,10-01-2014
svido0000046            ,7,134.3447,1.1,147.77917,10-01-2014
fabrk0000140            ,7,352.7326,1.1,388.00586,10-01-2014
fabrk0000141            ,7,359.2855,1.1,395.21405,10-01-2014
fabrk0000142            ,7,334.4233,1.1,367.86563,10-01-2014
fabrk0000143            ,7,394.8563,1.1,434.34193,10-01-2014
fabrk0000144            ,7,244.5909,1.1,269.04999,10-01-2014
fabrk0000145            ,7,323.3153,1.1,355.64683,10-01-2014
fabrk0000146            ,7,165.6889,1.1,182.25779,10-01-2014
fabrk0000147            ,7,285.4181,1.1,313.95991,10-01-2014
fabrk0000148            ,7,269.089,1.1,295.9979,10-01-2014
fabrk0000149            ,7,239.281,1.1,263.2091,10-01-2014
fabrk0000150            ,7,309.5167,1.1,340.46837,10-01-2014
fabrk0000151            ,7,173.3784,1.1,190.71624,10-01-2014
fabrk0000152            ,7,180.6239,1.1,198.68629,10-01-2014
fabrk0000153            ,7,152.1034,1.1,167.31374,10-01-2014
fabrk0000154            ,7,144.8668,1.1,159.35348,10-01-2014
fabrk0000155            ,7,174.2397,1.1,191.66367,10-01-2014
fabrk0000156            ,7,173.3606,1.1,190.69666,10-01-2014
fabrk0000157            ,7,164.5523,1.1,181.00753,10-01-2014
fabrk0000158            ,7,186.5642,1.1,205.22062,10-01-2014
fabrk0000159            ,7,149.3864,1.1,164.32504,10-01-2014
fabrk0000160            ,7,147.575,1.1,162.3325,10-01-2014
fabrk0000161            ,7,166.5946,1.1,183.25406,10-01-2014
fabrk0000162            ,7,172.0287,1.1,189.23157,10-01-2014
fabrk0000163            ,7,176.0955,1.1,193.70505,10-01-2014
advwk0000051            ,7,382.1499,1.1,420.36489,10-01-2014
advwk0000052            ,7,285.4181,1.1,313.95991,10-01-2014
advwk0000053            ,7,173.3606,1.1,190.69666,10-01-2014
advwk0000054            ,7,244.5909,1.1,269.04999,10-01-2014
advwk0000055            ,7,309.5167,1.1,340.46837,10-01-2014
advwk0000056            ,7,147.575,1.1,162.3325,10-01-2014
advwk0000057            ,7,382.1499,1.1,420.36489,10-01-2014
advwk0000058            ,7,285.4181,1.1,313.95991,10-01-2014
advwk0000059            ,7,173.3606,1.1,190.69666,10-01-2014
advwk0000060            ,7,244.5909,1.1,269.04999,10-01-2014
advwk0000061            ,7,309.5167,1.1,340.46837,10-01-2014
advwk0000062            ,7,147.575,1.1,162.3325,10-01-2014
advwk0000063            ,7,382.1499,1.1,420.36489,10-01-2014
advwk0000064            ,7,285.4181,1.1,313.95991,10-01-2014
advwk0000065            ,7,173.3606,1.1,190.69666,10-01-2014
advwk0000066            ,7,244.5909,1.1,269.04999,10-01-2014
advwk0000067            ,7,309.5167,1.1,340.46837,10-01-2014
advwk0000068            ,7,147.575,1.1,162.3325,10-01-2014
advwk0000069            ,7,382.1499,1.1,420.36489,10-01-2014
advwk0000070            ,7,285.4181,1.1,313.95991,10-01-2014
advwk0000071            ,7,173.3606,1.1,190.69666,10-01-2014
advwk0000072            ,7,244.5909,1.1,269.04999,10-01-2014
advwk0000073            ,7,309.5167,1.1,340.46837,10-01-2014
advwk0000074            ,7,147.575,1.1,162.3325,10-01-2014
advwk0000075            ,7,382.1499,1.1,420.36489,10-01-2014
advwk0000076            ,7,285.4181,1.1,313.95991,10-01-2014
advwk0000077            ,7,173.3606,1.1,190.69666,10-01-2014
advwk0000078            ,7,244.5909,1.1,269.04999,10-01-2014
wwim 0000120            ,7,382.1499,1.1,420.36489,10-01-2014
wwim 0000121            ,7,285.4181,1.1,313.95991,10-01-2014
wwim 0000122            ,7,173.3606,1.1,190.69666,10-01-2014
wwim 0000123            ,7,244.5909,1.1,269.04999,10-01-2014
wwim 0000124            ,7,309.5167,1.1,340.46837,10-01-2014
wwim 0000125            ,7,147.575,1.1,162.3325,10-01-2014
wwim 0000126            ,7,382.1499,1.1,420.36489,10-01-2014
wwim 0000127            ,7,285.4181,1.1,313.95991,10-01-2014
wwim 0000128            ,7,173.3606,1.1,190.69666,10-01-2014
wwim 0000129            ,7,244.5909,1.1,269.04999,10-01-2014
wwim 0000130            ,7,309.5167,1.1,340.46837,10-01-2014
wwim 0000131            ,7,147.575,1.1,162.3325,10-01-2014
wwim 0000132            ,7,382.1499,1.1,420.36489,10-01-2014
wwim 0000133            ,7,285.4181,1.1,313.95991,10-01-2014
pware0000041            ,7,382.1499,1.1,420.36489,10-01-2014
pware0000042            ,7,285.4181,1.1,313.95991,10-01-2014
pware0000043            ,7,173.3606,1.1,190.69666,10-01-2014
pware0000044            ,7,244.5909,1.1,269.04999,10-01-2014
pware0000045            ,7,309.5167,1.1,340.46837,10-01-2014
pware0000046            ,7,147.575,1.1,162.3325,10-01-2014
pware0000047            ,7,382.1499,1.1,420.36489,10-01-2014
pware0000048            ,7,285.4181,1.1,313.95991,10-01-2014
pware0000049            ,7,173.3606,1.1,190.69666,10-01-2014
pware0000050            ,7,244.5909,1.1,269.04999,10-01-2014
pware0000051            ,7,309.5167,1.1,340.46837,10-01-2014
pware0000052            ,7,147.575,1.1,162.3325,10-01-2014
advwk0000079            ,7,262.1643,1.1,288.38073,10-01-2014
advwk0000080            ,7,235.8555,1.1,259.44105,10-01-2014
advwk0000081            ,7,122.2066,1.1,134.42726,10-01-2014
advwk0000082            ,7,167.0474,1.1,183.75214,10-01-2014
advwk0000083            ,7,226.2994,1.1,248.92934,10-01-2014
advwk0000084            ,7,191.51,1.1,210.661,10-01-2014
advwk0000085            ,7,262.1643,1.1,288.38073,10-01-2014
advwk0000086            ,7,235.8555,1.1,259.44105,10-01-2014
advwk0000087            ,7,122.2066,1.1,134.42726,10-01-2014
advwk0000088            ,7,167.0474,1.1,183.75214,10-01-2014
advwk0000089            ,7,226.2994,1.1,248.92934,10-01-2014
advwk0000090            ,7,191.51,1.1,210.661,10-01-2014
advwk0000091            ,7,262.1643,1.1,288.38073,10-01-2014
advwk0000092            ,7,236.2065,1.1,259.82715,10-01-2014
advwk0000093            ,7,122.2066,1.1,134.42726,10-01-2014
advwk0000094            ,7,167.0474,1.1,183.75214,10-01-2014
advwk0000095            ,7,226.2994,1.1,248.92934,10-01-2014
advwk0000096            ,7,262.1643,1.1,288.38073,10-01-2014
advwk0000097            ,7,235.8555,1.1,259.44105,10-01-2014
