ProductLabel,CurrencyKey,UnitCost,SCD_EffectiveDate
201017,1,105.0291,01-10-2012
201018,1,165.7579,01-10-2012
201019,1,165.7579,01-10-2012
201020,1,165.7579,01-10-2012
201021,1,165.7579,01-10-2012
201022,1,229.93,01-10-2012
201023,1,229.93,01-10-2012
201024,1,229.93,01-10-2012
201025,1,229.93,01-10-2012
201026,1,152.94,01-10-2012
201027,1,152.94,01-10-2012
201028,1,152.94,01-10-2012
201029,1,152.94,01-10-2012
201034,1,392.6,01-10-2012
201035,1,392.6,01-10-2012
201036,1,392.6,01-10-2012
201037,1,392.6,01-10-2012
201038,1,222.6036,01-10-2012
201039,1,222.6036,01-10-2012
201040,1,222.6036,01-10-2012
201041,1,222.6036,01-10-2012
201046,1,527.53,01-10-2012
201047,1,527.53,01-10-2012
201048,1,527.53,01-10-2012
201049,1,527.53,01-10-2012
201050,1,400.9378,01-10-2012
202002,1,36.2354,01-10-2012
202003,1,61.0996,01-10-2012
202004,1,56.3616,01-10-2012
202005,1,51.6339,01-10-2012
202006,1,45.53,01-10-2012
202008,1,47.2049,01-10-2012
202009,1,43.04,01-10-2012
202011,1,60.1108,01-10-2012
202012,1,29.8803,01-10-2012
202013,1,34.6595,01-10-2012
202015,1,36.2354,01-10-2012
202016,1,61.0996,01-10-2012
202017,1,56.3616,01-10-2012
202018,1,51.6339,01-10-2012
202019,1,45.53,01-10-2012
202021,1,47.2049,01-10-2012
202022,1,43.04,01-10-2012
202024,1,60.1108,01-10-2012
202025,1,29.8803,01-10-2012
202026,1,34.6595,01-10-2012
203001,1,275.46,01-10-2012
203002,1,331.0832,01-10-2012
203003,1,157.0132,01-10-2012
203004,1,293.85,01-10-2012
203005,1,141.728,01-10-2012
203006,1,157.487,01-10-2012
203008,1,261.66,01-10-2012
203009,1,252.47,01-10-2012
203010,1,321.44,01-10-2012
203011,1,326.3555,01-10-2012
203012,1,264.72,01-10-2012
203014,1,275.46,01-10-2012
203015,1,269.5098,01-10-2012
203016,1,274.2478,01-10-2012
203017,1,275.46,01-10-2012
203018,1,331.0832,01-10-2012
203019,1,157.0132,01-10-2012
203020,1,293.85,01-10-2012
203021,1,141.728,01-10-2012
203022,1,157.487,01-10-2012
203024,1,261.66,01-10-2012
203025,1,252.47,01-10-2012
203026,1,321.44,01-10-2012
203027,1,326.3555,01-10-2012
203028,1,264.72,01-10-2012
203030,1,275.46,01-10-2012
203031,1,269.5098,01-10-2012
203032,1,274.2478,01-10-2012
203033,1,275.46,01-10-2012
203034,1,331.0832,01-10-2012
203035,1,157.0132,01-10-2012
203036,1,293.85,01-10-2012
203037,1,141.728,01-10-2012
203038,1,157.487,01-10-2012
203040,1,261.66,01-10-2012
203041,1,252.47,01-10-2012
203042,1,321.44,01-10-2012
203043,1,326.3555,01-10-2012
203044,1,264.72,01-10-2012
203046,1,275.46,01-10-2012
203047,1,269.5098,01-10-2012
203048,1,274.2478,01-10-2012
203049,1,157.0132,01-10-2012
203050,1,172.7619,01-10-2012
203051,1,303.3762,01-10-2012
203052,1,214.7756,01-10-2012
203053,1,203.1984,01-10-2012
203054,1,224.87,01-10-2012
203055,1,172.7619,01-10-2012
203056,1,155.89,01-10-2012
203057,1,188.9947,01-10-2012
203058,1,104.5038,01-10-2012
203059,1,243.27,01-10-2012
203060,1,252.0616,01-10-2012
203061,1,183.54,01-10-2012
203062,1,157.0132,01-10-2012
203063,1,172.7619,01-10-2012
203064,1,303.3762,01-10-2012
203065,1,214.7756,01-10-2012
203066,1,203.1984,01-10-2012
203067,1,224.87,01-10-2012
203068,1,172.7619,01-10-2012
203069,1,155.89,01-10-2012
203070,1,188.9947,01-10-2012
203071,1,104.5038,01-10-2012
203072,1,243.27,01-10-2012
203073,1,252.0616,01-10-2012
203074,1,183.54,01-10-2012
203075,1,157.0132,01-10-2012
203076,1,172.7619,01-10-2012
203077,1,303.3762,01-10-2012
203078,1,214.7756,01-10-2012
203079,1,203.1984,01-10-2012
203080,1,224.87,01-10-2012
203081,1,172.7619,01-10-2012
203082,1,155.89,01-10-2012
203083,1,188.9947,01-10-2012
203084,1,104.5038,01-10-2012
203085,1,243.27,01-10-2012
203086,1,252.0616,01-10-2012
203087,1,183.54,01-10-2012
203088,1,157.0132,01-10-2012
203089,1,172.7619,01-10-2012
203090,1,303.3762,01-10-2012
203091,1,214.7756,01-10-2012
203092,1,203.1984,01-10-2012
203093,1,224.87,01-10-2012
203094,1,172.7619,01-10-2012
203095,1,155.89,01-10-2012
203096,1,188.9947,01-10-2012
203097,1,104.5038,01-10-2012
203098,1,243.27,01-10-2012
203099,1,252.0616,01-10-2012
203100,1,183.54,01-10-2012
205001,1,236.8279,01-10-2012
205002,1,236.3541,01-10-2012
205003,1,157.0132,01-10-2012
205004,1,146.5072,01-10-2012
205005,1,136.0115,01-10-2012
205006,1,141.2542,01-10-2012
205007,1,162.2662,01-10-2012
205008,1,104.5038,01-10-2012
205009,1,114.9995,01-10-2012
205010,1,167.5192,01-10-2012
205012,1,287.92,01-10-2012
205013,1,331.0832,01-10-2012
205014,1,155.839,01-10-2012
205015,1,174.7807,01-10-2012
205016,1,174.7807,01-10-2012
205017,1,236.8279,01-10-2012
205018,1,236.3541,01-10-2012
205019,1,157.0132,01-10-2012
205020,1,146.5072,01-10-2012
205021,1,136.0115,01-10-2012
205022,1,141.2542,01-10-2012
205023,1,162.2662,01-10-2012
205024,1,104.5038,01-10-2012
205025,1,114.9995,01-10-2012
205026,1,167.5192,01-10-2012
205028,1,287.92,01-10-2012
205029,1,331.0832,01-10-2012
205030,1,155.839,01-10-2012
205031,1,174.7807,01-10-2012
205032,1,174.7807,01-10-2012
205033,1,236.8279,01-10-2012
205034,1,236.3541,01-10-2012
205035,1,157.0132,01-10-2012
205036,1,146.5072,01-10-2012
205037,1,136.0115,01-10-2012
205038,1,141.2542,01-10-2012
205039,1,162.2662,01-10-2012
205040,1,104.5038,01-10-2012
205041,1,114.9995,01-10-2012
205042,1,167.5192,01-10-2012
205044,1,287.92,01-10-2012
205045,1,331.0832,01-10-2012
205046,1,155.839,01-10-2012
301001,1,409.1675,01-10-2012
301002,1,416.7689,01-10-2012
301003,1,387.9289,01-10-2012
301004,1,458.0307,01-10-2012
301005,1,283.7238,01-10-2012
301006,1,375.0436,01-10-2012
301007,1,192.198,01-10-2012
301008,1,331.0832,01-10-2012
301009,1,312.1415,01-10-2012
301010,1,277.5644,01-10-2012
301011,1,359.0374,01-10-2012
301012,1,201.1178,01-10-2012
301013,1,209.5226,01-10-2012
301014,1,176.439,01-10-2012
301015,1,168.0445,01-10-2012
301016,1,202.1169,01-10-2012
301017,1,201.0972,01-10-2012
301018,1,190.8796,01-10-2012
301019,1,216.4133,01-10-2012
301020,1,173.2872,01-10-2012
301021,1,171.186,01-10-2012
301022,1,193.2486,01-10-2012
301023,1,199.5522,01-10-2012
301024,1,204.2696,01-10-2012
301025,1,443.2914,01-10-2012
301026,1,331.0832,01-10-2012
301027,1,201.0972,01-10-2012
301028,1,283.7238,01-10-2012
301029,1,359.0374,01-10-2012
301030,1,171.186,01-10-2012
301031,1,443.2914,01-10-2012
301032,1,331.0832,01-10-2012
301033,1,201.0972,01-10-2012
301034,1,283.7238,01-10-2012
301035,1,359.0374,01-10-2012
301036,1,171.186,01-10-2012
301037,1,443.2914,01-10-2012
301038,1,331.0832,01-10-2012
301039,1,201.0972,01-10-2012
301040,1,283.7238,01-10-2012
301041,1,359.0374,01-10-2012
301042,1,171.186,01-10-2012
301043,1,443.2914,01-10-2012
301044,1,331.0832,01-10-2012
301045,1,201.0972,01-10-2012
301046,1,283.7238,01-10-2012
301047,1,359.0374,01-10-2012
301048,1,171.186,01-10-2012
301049,1,443.2914,01-10-2012
301050,1,331.0832,01-10-2012
301051,1,201.0972,01-10-2012
301052,1,283.7238,01-10-2012
301053,1,443.2914,01-10-2012
301054,1,331.0832,01-10-2012
301055,1,201.0972,01-10-2012
301056,1,283.7238,01-10-2012
301057,1,359.0374,01-10-2012
301058,1,171.186,01-10-2012
301059,1,443.2914,01-10-2012
301060,1,331.0832,01-10-2012
301061,1,201.0972,01-10-2012
301062,1,283.7238,01-10-2012
301063,1,359.0374,01-10-2012
301064,1,171.186,01-10-2012
301065,1,443.2914,01-10-2012
301066,1,331.0832,01-10-2012
301067,1,443.2914,01-10-2012
301068,1,331.0832,01-10-2012
301069,1,201.0972,01-10-2012
301070,1,283.7238,01-10-2012
301071,1,359.0374,01-10-2012
301072,1,171.186,01-10-2012
301073,1,443.2914,01-10-2012
301074,1,331.0832,01-10-2012
301075,1,201.0972,01-10-2012
301076,1,283.7238,01-10-2012
301077,1,359.0374,01-10-2012
301078,1,171.186,01-10-2012
303002,1,275.46,01-10-2012
303003,1,141.7589,01-10-2012
303004,1,193.7739,01-10-2012
303005,1,262.5058,01-10-2012
303006,1,222.1504,01-10-2012
303008,1,275.46,01-10-2012
303009,1,141.7589,01-10-2012
303010,1,193.7739,01-10-2012
303011,1,262.5058,01-10-2012
303012,1,222.1504,01-10-2012
303014,1,275.87,01-10-2012
303015,1,141.7589,01-10-2012
303016,1,193.7739,01-10-2012
303017,1,262.5058,01-10-2012
303019,1,275.46,01-10-2012
303020,1,141.7589,01-10-2012
303021,1,193.7739,01-10-2012
303022,1,262.5058,01-10-2012
303024,1,257.06,01-10-2012
303025,1,115.5042,01-10-2012
303026,1,120.7263,01-10-2012
303027,1,141.728,01-10-2012
303028,1,165.3047,01-10-2012
303030,1,257.06,01-10-2012
303031,1,115.5042,01-10-2012
303032,1,120.7263,01-10-2012
303033,1,141.728,01-10-2012
303034,1,165.3047,01-10-2012
303036,1,257.06,01-10-2012
303037,1,115.5042,01-10-2012
303038,1,120.7263,01-10-2012
303039,1,141.728,01-10-2012
303041,1,257.06,01-10-2012
303042,1,115.5042,01-10-2012
303043,1,120.7263,01-10-2012
303044,1,141.728,01-10-2012
303045,1,157.487,01-10-2012
304003,1,205.09,01-10-2012
304004,1,224.97,01-10-2012
304005,1,119.11,01-10-2012
304006,1,128.3,01-10-2012
304007,1,65.8376,01-10-2012
304008,1,84.7896,01-10-2012
304009,1,51.9841,01-10-2012
304010,1,67.7431,01-10-2012
304011,1,51.9841,01-10-2012
304012,1,36.2354,01-10-2012
304013,1,30.9824,01-10-2012
304014,1,25.7294,01-10-2012
304017,1,205.09,01-10-2012
304018,1,224.97,01-10-2012
304019,1,119.11,01-10-2012
304020,1,128.3,01-10-2012
304021,1,65.8376,01-10-2012
304022,1,84.7896,01-10-2012
304023,1,51.9841,01-10-2012
304024,1,67.7431,01-10-2012
304025,1,51.9841,01-10-2012
304026,1,36.2354,01-10-2012
304027,1,30.9824,01-10-2012
304028,1,25.7294,01-10-2012
304030,1,296.5576,01-10-2012
304031,1,205.09,01-10-2012
304032,1,224.97,01-10-2012
304033,1,119.11,01-10-2012
304034,1,128.3,01-10-2012
304035,1,72.9961,01-10-2012
304036,1,84.7896,01-10-2012
304037,1,51.9841,01-10-2012
304038,1,67.7431,01-10-2012
304039,1,51.9841,01-10-2012
304040,1,23.5458,01-10-2012
304041,1,30.9824,01-10-2012
304042,1,30.7146,01-10-2012
304044,1,296.5576,01-10-2012
304045,1,205.09,01-10-2012
304046,1,224.97,01-10-2012
304047,1,119.11,01-10-2012
304048,1,128.3,01-10-2012
304049,1,72.9961,01-10-2012
304050,1,84.7896,01-10-2012
304051,1,51.9841,01-10-2012
304052,1,67.7431,01-10-2012
304053,1,51.9841,01-10-2012
304054,1,23.5458,01-10-2012
304055,1,30.9824,01-10-2012
304056,1,30.7146,01-10-2012
304057,1,279.4905,01-10-2012
304059,1,205.09,01-10-2012
304060,1,224.97,01-10-2012
304061,1,119.11,01-10-2012
304062,1,128.3,01-10-2012
304063,1,72.9961,01-10-2012
304064,1,84.7896,01-10-2012
304065,1,51.9841,01-10-2012
304066,1,67.7431,01-10-2012
304067,1,51.9841,01-10-2012
304068,1,279.4905,01-10-2012
304070,1,205.09,01-10-2012
304071,1,224.97,01-10-2012
304072,1,119.11,01-10-2012
304073,1,128.3,01-10-2012
304074,1,72.9961,01-10-2012
304075,1,84.7896,01-10-2012
304076,1,51.9841,01-10-2012
304077,1,67.7431,01-10-2012
304078,1,51.9841,01-10-2012
305001,1,783.1914,01-10-2012
305002,1,852.8091,01-10-2012
305003,1,331.0832,01-10-2012
305004,1,473.182,01-10-2012
305005,1,120.2525,01-10-2012
305006,1,262.032,01-10-2012
305008,1,99.06,01-10-2012
305009,1,115.43,01-10-2012
305010,1,89.9911,01-10-2012
305011,1,72.9961,01-10-2012
305012,1,57.2371,01-10-2012
305013,1,783.1914,01-10-2012
305014,1,852.8091,01-10-2012
305015,1,331.0832,01-10-2012
305016,1,473.182,01-10-2012
305017,1,120.2525,01-10-2012
305018,1,262.032,01-10-2012
305020,1,99.06,01-10-2012
305021,1,115.43,01-10-2012
305022,1,89.9911,01-10-2012
305023,1,72.9961,01-10-2012
305024,1,57.2371,01-10-2012
305025,1,783.1914,01-10-2012
305026,1,852.8091,01-10-2012
305027,1,331.0832,01-10-2012
305028,1,473.182,01-10-2012
305029,1,120.2525,01-10-2012
305030,1,262.032,01-10-2012
305032,1,99.06,01-10-2012
305033,1,115.43,01-10-2012
305034,1,89.9911,01-10-2012
305035,1,72.9961,01-10-2012
305036,1,57.2371,01-10-2012
305037,1,783.1914,01-10-2012
305039,1,331.0832,01-10-2012
305040,1,473.182,01-10-2012
305041,1,120.2525,01-10-2012
305042,1,262.032,01-10-2012
305043,1,152.08,01-10-2012
305044,1,137.5,01-10-2012
305045,1,83.16,01-10-2012
305046,1,64.8385,01-10-2012
305047,1,72.9961,01-10-2012
305048,1,57.2371,01-10-2012
305049,1,783.1914,01-10-2012
305051,1,331.0832,01-10-2012
305052,1,473.182,01-10-2012
305053,1,120.2525,01-10-2012
305054,1,262.032,01-10-2012
305055,1,152.08,01-10-2012
305056,1,137.5,01-10-2012
305057,1,83.16,01-10-2012
305058,1,64.8385,01-10-2012
305059,1,72.9961,01-10-2012
305060,1,57.2371,01-10-2012
305061,1,783.1914,01-10-2012
305063,1,331.0832,01-10-2012
305064,1,473.182,01-10-2012
305065,1,120.2525,01-10-2012
305066,1,262.032,01-10-2012
305067,1,152.08,01-10-2012
305068,1,137.5,01-10-2012
305069,1,83.16,01-10-2012
305070,1,64.8385,01-10-2012
305071,1,72.9961,01-10-2012
305072,1,57.2371,01-10-2012
305073,1,760.38,01-10-2012
305074,1,827.97,01-10-2012
305075,1,331.0832,01-10-2012
305076,1,473.182,01-10-2012
305077,1,120.2525,01-10-2012
305078,1,262.032,01-10-2012
305080,1,99.06,01-10-2012
305081,1,115.43,01-10-2012
305082,1,89.9911,01-10-2012
305083,1,72.9961,01-10-2012
305084,1,760.38,01-10-2012
305085,1,827.97,01-10-2012
305086,1,331.0832,01-10-2012
305087,1,473.182,01-10-2012
305088,1,120.2525,01-10-2012
305089,1,262.032,01-10-2012
305091,1,99.06,01-10-2012
305092,1,115.43,01-10-2012
305093,1,89.9911,01-10-2012
305094,1,72.9961,01-10-2012
305095,1,760.38,01-10-2012
305096,1,827.97,01-10-2012
305097,1,331.0832,01-10-2012
305098,1,473.182,01-10-2012
305099,1,120.2525,01-10-2012
305100,1,262.032,01-10-2012
305102,1,99.06,01-10-2012
305103,1,115.43,01-10-2012
306001,1,75.3136,01-10-2012
306002,1,80.0516,01-10-2012
306003,1,41.4884,01-10-2012
306004,1,69.25,01-10-2012
306005,1,74.7368,01-10-2012
306007,1,41.4884,01-10-2012
306008,1,47.7817,01-10-2012
306009,1,40.9631,01-10-2012
306010,1,54.9402,01-10-2012
306011,1,57.3092,01-10-2012
306012,1,64.4162,01-10-2012
306013,1,61.0996,01-10-2012
306014,1,75.7874,01-10-2012
306016,1,68.52,01-10-2012
306017,1,71.3275,01-10-2012
306019,1,75.3136,01-10-2012
306020,1,77.8062,01-10-2012
306021,1,80.5357,01-10-2012
306022,1,84.6351,01-10-2012
306023,1,78.1461,01-10-2012
306024,1,53.56,01-10-2012
306025,1,77.2088,01-10-2012
306026,1,89.9911,01-10-2012
306027,1,69.628,01-10-2012
306028,1,89.0435,01-10-2012
306029,1,92.8339,01-10-2012
306030,1,75.3136,01-10-2012
306031,1,80.0516,01-10-2012
306032,1,41.4884,01-10-2012
306033,1,69.25,01-10-2012
306034,1,74.7368,01-10-2012
306036,1,41.4884,01-10-2012
306037,1,47.7817,01-10-2012
306038,1,40.9631,01-10-2012
306039,1,54.9402,01-10-2012
306040,1,57.3092,01-10-2012
306041,1,64.4162,01-10-2012
306042,1,61.0996,01-10-2012
306043,1,75.7874,01-10-2012
306045,1,68.52,01-10-2012
306046,1,71.3275,01-10-2012
306048,1,75.3136,01-10-2012
306049,1,77.8062,01-10-2012
306050,1,80.5357,01-10-2012
306051,1,84.6351,01-10-2012
306052,1,78.1461,01-10-2012
306053,1,53.56,01-10-2012
306054,1,77.2088,01-10-2012
306055,1,89.9911,01-10-2012
306056,1,69.628,01-10-2012
306057,1,89.0435,01-10-2012
306058,1,92.8339,01-10-2012
306059,1,75.3136,01-10-2012
306060,1,80.0516,01-10-2012
306061,1,41.4884,01-10-2012
306062,1,69.25,01-10-2012
306063,1,74.7368,01-10-2012
306065,1,41.4884,01-10-2012
306066,1,47.7817,01-10-2012
306067,1,40.9631,01-10-2012
306068,1,54.9402,01-10-2012
306069,1,57.3092,01-10-2012
306070,1,64.4162,01-10-2012
306071,1,61.0996,01-10-2012
306072,1,75.7874,01-10-2012
306074,1,68.52,01-10-2012
306075,1,71.3275,01-10-2012
306077,1,75.3136,01-10-2012
306078,1,77.8062,01-10-2012
306079,1,80.5357,01-10-2012
306080,1,84.6351,01-10-2012
306081,1,78.1461,01-10-2012
306082,1,53.56,01-10-2012
306083,1,77.2088,01-10-2012
306084,1,89.9911,01-10-2012
306085,1,69.628,01-10-2012
306086,1,89.0435,01-10-2012
306087,1,92.8339,01-10-2012
306088,1,57.3092,01-10-2012
306089,1,64.4162,01-10-2012
306090,1,61.0996,01-10-2012
306091,1,73.58,01-10-2012
306092,1,74.8398,01-10-2012
306095,1,55.8878,01-10-2012
306096,1,75.3136,01-10-2012
306098,1,80.5357,01-10-2012
306101,1,53.56,01-10-2012
308001,1,6.798,01-10-2012
308002,1,20.9502,01-10-2012
308003,1,9.4451,01-10-2012
308004,1,7.8177,01-10-2012
308005,1,6.798,01-10-2012
308006,1,7.0864,01-10-2012
308007,1,7.59,01-10-2012
308008,1,4.5011,01-10-2012
308009,1,6.0358,01-10-2012
308010,1,4.9852,01-10-2012
308011,1,5.4487,01-10-2012
308012,1,15.6972,01-10-2012
308013,1,13.39,01-10-2012
308014,1,14.1625,01-10-2012
308015,1,13.2149,01-10-2012
308016,1,12.83,01-10-2012
308017,1,6.2521,01-10-2012
308019,1,8.8786,01-10-2012
308020,1,11.23,01-10-2012
308021,1,11.3197,01-10-2012
308022,1,13.22,01-10-2012
308024,1,10.4545,01-10-2012
308025,1,8.137,01-10-2012
308026,1,9.13,01-10-2012
308027,1,11.68,01-10-2012
308029,1,8.3533,01-10-2012
308030,1,6.2521,01-10-2012
308031,1,8.11,01-10-2012
308032,1,7.9,01-10-2012
308035,1,7.3027,01-10-2012
308036,1,6.798,01-10-2012
308037,1,20.9502,01-10-2012
308038,1,9.4451,01-10-2012
308039,1,7.8177,01-10-2012
308040,1,6.798,01-10-2012
308041,1,7.0864,01-10-2012
308042,1,7.59,01-10-2012
308043,1,4.5011,01-10-2012
308044,1,6.0358,01-10-2012
308045,1,4.9852,01-10-2012
308046,1,5.4487,01-10-2012
308047,1,15.6972,01-10-2012
308048,1,13.39,01-10-2012
308049,1,14.1625,01-10-2012
308050,1,13.2149,01-10-2012
308051,1,12.83,01-10-2012
308052,1,6.2521,01-10-2012
308054,1,8.8786,01-10-2012
308055,1,11.23,01-10-2012
308056,1,11.3197,01-10-2012
308057,1,13.22,01-10-2012
308059,1,10.4545,01-10-2012
308060,1,8.137,01-10-2012
308064,1,8.3533,01-10-2012
308065,1,6.2521,01-10-2012
308066,1,6.798,01-10-2012
308067,1,20.9502,01-10-2012
308068,1,9.4451,01-10-2012
308069,1,7.8177,01-10-2012
308070,1,6.798,01-10-2012
308071,1,7.0864,01-10-2012
308072,1,7.59,01-10-2012
308073,1,4.5011,01-10-2012
308074,1,6.0358,01-10-2012
308075,1,4.9852,01-10-2012
308076,1,5.4487,01-10-2012
308077,1,15.6972,01-10-2012
308078,1,13.39,01-10-2012
308079,1,14.1625,01-10-2012
308080,1,13.2149,01-10-2012
308081,1,12.83,01-10-2012
308082,1,6.2521,01-10-2012
308084,1,8.8786,01-10-2012
308085,1,11.23,01-10-2012
308086,1,11.3197,01-10-2012
308087,1,13.22,01-10-2012
308089,1,10.4545,01-10-2012
308090,1,8.137,01-10-2012
308094,1,8.3533,01-10-2012
308095,1,6.2521,01-10-2012
308098,1,18.35,01-10-2012
308100,1,14.1213,01-10-2012
308101,1,14.1213,01-10-2012
308102,1,14.1213,01-10-2012
308103,1,14.1213,01-10-2012
308104,1,8.1885,01-10-2012
308105,1,7.95,01-10-2012
308106,1,8.1885,01-10-2012
308107,1,8.1885,01-10-2012
308108,1,76.5,01-10-2012
308109,1,76.5,01-10-2012
308110,1,76.5,01-10-2012
308111,1,76.5,01-10-2012
308112,1,61.0996,01-10-2012
308113,1,61.0996,01-10-2012
308114,1,61.0996,01-10-2012
308115,1,61.0996,01-10-2012
308116,1,13.77,01-10-2012
308117,1,13.77,01-10-2012
308118,1,13.77,01-10-2012
308119,1,13.77,01-10-2012
308120,1,13.77,01-10-2012
308121,1,24.1535,01-10-2012
308122,1,24.1535,01-10-2012
308123,1,24.1535,01-10-2012
308124,1,32.19,01-10-2012
308125,1,32.19,01-10-2012
308127,1,33.1557,01-10-2012
308128,1,11.0107,01-10-2012
308129,1,11.0107,01-10-2012
308130,1,11.0107,01-10-2012
308131,1,11.0107,01-10-2012
308137,1,6.8289,01-10-2012
308138,1,6.8289,01-10-2012
308139,1,6.8289,01-10-2012
308140,1,6.8289,01-10-2012
308141,1,49.7,01-10-2012
308142,1,49.7,01-10-2012
308143,1,49.7,01-10-2012
308144,1,49.7,01-10-2012
308145,1,26.2547,01-10-2012
308146,1,26.2547,01-10-2012
308147,1,26.2547,01-10-2012
308148,1,26.2547,01-10-2012
308153,1,21.9184,01-10-2012
308154,1,21.9184,01-10-2012
308155,1,21.9184,01-10-2012
308156,1,21.9184,01-10-2012
308157,1,23.1029,01-10-2012
308158,1,23.1029,01-10-2012
308159,1,23.1029,01-10-2012
308160,1,23.1029,01-10-2012
308161,1,39.9022,01-10-2012
308162,1,39.9022,01-10-2012
308163,1,39.9022,01-10-2012
308164,1,39.9022,01-10-2012
308165,1,53.56,01-10-2012
308166,1,53.56,01-10-2012
308167,1,53.56,01-10-2012
308168,1,53.56,01-10-2012
308177,1,0.4944,01-10-2012
308178,1,0.4944,01-10-2012
308179,1,0.4944,01-10-2012
308180,1,0.4944,01-10-2012
308181,1,1.01,01-10-2012
308182,1,1.01,01-10-2012
308183,1,1.01,01-10-2012
308184,1,1.01,01-10-2012
308185,1,17.8499,01-10-2012
308186,1,17.8499,01-10-2012
308187,1,17.8499,01-10-2012
308188,1,17.8499,01-10-2012
308189,1,28.8812,01-10-2012
308190,1,28.8812,01-10-2012
308191,1,28.8812,01-10-2012
308192,1,37.4199,01-10-2012
308193,1,37.4199,01-10-2012
308194,1,37.4199,01-10-2012
308195,1,37.4199,01-10-2012
308196,1,50.47,01-10-2012
308197,1,50.47,01-10-2012
308198,1,50.47,01-10-2012
308199,1,22.0523,01-10-2012
308200,1,22.0523,01-10-2012
308201,1,22.0523,01-10-2012
401002,1,66.26,01-10-2012
401003,1,70.1018,01-10-2012
401004,1,78.1564,01-10-2012
401005,1,89.0435,01-10-2012
401006,1,91.4537,01-10-2012
401007,1,96.08,01-10-2012
401008,1,147.5578,01-10-2012
401009,1,87.3852,01-10-2012
401010,1,89.2804,01-10-2012
401011,1,88.5285,01-10-2012
401012,1,93.2665,01-10-2012
401013,1,93.7815,01-10-2012
401014,1,78.8259,01-10-2012
401015,1,61.0996,01-10-2012
401016,1,66.26,01-10-2012
