DateSK	DateAK	DatetimeAK	CalendarYear	CalendarYearLabel	CalendarQuarter	CalendarYearQuarter	CalendarQuarterLabel	CalendarMonth	CalendarYearMonth	CalendarMonthLabel	CalendarMonthAbbreviation	DayNumberOfYear	CalendarYearDay	CalendarWeek	CalendarWeekLabel	CalendarYearWeek	CalendarDayOfWeek	CalendarDayOfWeekLabel	IsWorkDay	NorthAmericaSeason	EuropeSeason	AsiaSeason
20050124	24-01-2005	24-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	24	2005024	5	5	200505	2	Mon	1	Spring/Back to Business	Holiday	Holiday
20050125	25-01-2005	25-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	25	2005025	5	5	200505	3	Tue	1	Spring/Back to Business	Holiday	Holiday
20050126	26-01-2005	26-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	26	2005026	5	5	200505	4	Wed	1	Spring/Back to Business	Holiday	Holiday
20050127	27-01-2005	27-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	27	2005027	5	5	200505	5	Thu	1	Spring/Back to Business	Holiday	Holiday
20050128	28-01-2005	28-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	28	2005028	5	5	200505	6	Fri	1	Spring/Back to Business	Holiday	Holiday
20050129	29-01-2005	29-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	29	2005029	5	5	200505	7	Sat	0	Spring/Back to Business	Holiday	Holiday
20050130	30-01-2005	30-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	30	2005030	6	6	200506	1	Sun	0	Spring/Back to Business	Holiday	Holiday
20050131	31-01-2005	31-01-2005 12:00:00 AM	2005	2005	1	200501	Q1	1	200501	January	Jan	31	2005031	6	6	200506	2	Mon	1	Spring/Back to Business	Holiday	Holiday
20050201	01-02-2005	01-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	32	2005032	6	6	200506	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050202	02-02-2005	02-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	33	2005033	6	6	200506	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050203	03-02-2005	03-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	34	2005034	6	6	200506	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050204	04-02-2005	04-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	35	2005035	6	6	200506	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050205	05-02-2005	05-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	36	2005036	6	6	200506	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050206	06-02-2005	06-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	37	2005037	7	7	200507	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050207	07-02-2005	07-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	38	2005038	7	7	200507	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050208	08-02-2005	08-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	39	2005039	7	7	200507	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050209	09-02-2005	09-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	40	2005040	7	7	200507	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050210	10-02-2005	10-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	41	2005041	7	7	200507	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050211	11-02-2005	11-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	42	2005042	7	7	200507	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050212	12-02-2005	12-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	43	2005043	7	7	200507	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050213	13-02-2005	13-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	44	2005044	8	8	200508	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050214	14-02-2005	14-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	45	2005045	8	8	200508	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050215	15-02-2005	15-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	46	2005046	8	8	200508	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050216	16-02-2005	16-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	47	2005047	8	8	200508	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050217	17-02-2005	17-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	48	2005048	8	8	200508	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050218	18-02-2005	18-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	49	2005049	8	8	200508	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050219	19-02-2005	19-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	50	2005050	8	8	200508	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050220	20-02-2005	20-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	51	2005051	9	9	200509	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050221	21-02-2005	21-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	52	2005052	9	9	200509	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050222	22-02-2005	22-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	53	2005053	9	9	200509	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050223	23-02-2005	23-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	54	2005054	9	9	200509	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050224	24-02-2005	24-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	55	2005055	9	9	200509	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050225	25-02-2005	25-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	56	2005056	9	9	200509	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050226	26-02-2005	26-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	57	2005057	9	9	200509	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050227	27-02-2005	27-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	58	2005058	10	10	200510	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050228	28-02-2005	28-02-2005 12:00:00 AM	2005	2005	1	200501	Q1	2	200502	February	Feb	59	2005059	10	10	200510	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050301	01-03-2005	01-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	60	2005060	10	10	200510	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050302	02-03-2005	02-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	61	2005061	10	10	200510	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050303	03-03-2005	03-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	62	2005062	10	10	200510	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050304	04-03-2005	04-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	63	2005063	10	10	200510	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050305	05-03-2005	05-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	64	2005064	10	10	200510	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050306	06-03-2005	06-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	65	2005065	11	11	200511	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050307	07-03-2005	07-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	66	2005066	11	11	200511	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050308	08-03-2005	08-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	67	2005067	11	11	200511	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050309	09-03-2005	09-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	68	2005068	11	11	200511	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050310	10-03-2005	10-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	69	2005069	11	11	200511	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050311	11-03-2005	11-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	70	2005070	11	11	200511	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050312	12-03-2005	12-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	71	2005071	11	11	200511	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050313	13-03-2005	13-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	72	2005072	12	12	200512	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050314	14-03-2005	14-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	73	2005073	12	12	200512	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050315	15-03-2005	15-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	74	2005074	12	12	200512	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050316	16-03-2005	16-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	75	2005075	12	12	200512	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050317	17-03-2005	17-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	76	2005076	12	12	200512	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050318	18-03-2005	18-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	77	2005077	12	12	200512	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050319	19-03-2005	19-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	78	2005078	12	12	200512	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050320	20-03-2005	20-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	79	2005079	13	13	200513	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050321	21-03-2005	21-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	80	2005080	13	13	200513	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050322	22-03-2005	22-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	81	2005081	13	13	200513	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050323	23-03-2005	23-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	82	2005082	13	13	200513	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050324	24-03-2005	24-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	83	2005083	13	13	200513	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050325	25-03-2005	25-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	84	2005084	13	13	200513	6	Fri	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050326	26-03-2005	26-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	85	2005085	13	13	200513	7	Sat	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050327	27-03-2005	27-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	86	2005086	14	14	200514	1	Sun	0	Spring/Back to Business	Spring/Business	Spring/Back to School
20050328	28-03-2005	28-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	87	2005087	14	14	200514	2	Mon	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050329	29-03-2005	29-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	88	2005088	14	14	200514	3	Tue	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050330	30-03-2005	30-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	89	2005089	14	14	200514	4	Wed	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050331	31-03-2005	31-03-2005 12:00:00 AM	2005	2005	1	200501	Q1	3	200503	March	Mar	90	2005090	14	14	200514	5	Thu	1	Spring/Back to Business	Spring/Business	Spring/Back to School
20050401	01-04-2005	01-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	91	2005091	14	14	200514	6	Fri	1	None	None	Spring/Back to School
20050402	02-04-2005	02-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	92	2005092	14	14	200514	7	Sat	0	None	None	Spring/Back to School
20050403	03-04-2005	03-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	93	2005093	15	15	200515	1	Sun	0	None	None	Spring/Back to School
20050404	04-04-2005	04-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	94	2005094	15	15	200515	2	Mon	1	None	None	Spring/Back to School
20050405	05-04-2005	05-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	95	2005095	15	15	200515	3	Tue	1	None	None	Spring/Back to School
20050406	06-04-2005	06-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	96	2005096	15	15	200515	4	Wed	1	None	None	Spring/Back to School
20050407	07-04-2005	07-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	97	2005097	15	15	200515	5	Thu	1	None	None	Spring/Back to School
20050408	08-04-2005	08-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	98	2005098	15	15	200515	6	Fri	1	None	None	Spring/Back to School
20050409	09-04-2005	09-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	99	2005099	15	15	200515	7	Sat	0	None	None	Spring/Back to School
20050410	10-04-2005	10-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	100	2005100	16	16	200516	1	Sun	0	None	None	Spring/Back to School
20050411	11-04-2005	11-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	101	2005101	16	16	200516	2	Mon	1	None	None	Spring/Back to School
20050412	12-04-2005	12-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	102	2005102	16	16	200516	3	Tue	1	None	None	Spring/Back to School
20050413	13-04-2005	13-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	103	2005103	16	16	200516	4	Wed	1	None	None	Spring/Back to School
20050414	14-04-2005	14-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	104	2005104	16	16	200516	5	Thu	1	None	None	Spring/Back to School
20050415	15-04-2005	15-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	105	2005105	16	16	200516	6	Fri	1	None	None	Spring/Back to School
20050416	16-04-2005	16-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	106	2005106	16	16	200516	7	Sat	0	None	None	Spring/Back to School
20050417	17-04-2005	17-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	107	2005107	17	17	200517	1	Sun	0	None	None	Spring/Back to School
20050418	18-04-2005	18-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	108	2005108	17	17	200517	2	Mon	1	None	None	Spring/Back to School
20050419	19-04-2005	19-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	109	2005109	17	17	200517	3	Tue	1	None	None	Spring/Back to School
20050420	20-04-2005	20-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	110	2005110	17	17	200517	4	Wed	1	None	None	Spring/Back to School
20050421	21-04-2005	21-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	111	2005111	17	17	200517	5	Thu	1	None	None	Spring/Back to School
20050422	22-04-2005	22-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	112	2005112	17	17	200517	6	Fri	1	None	None	Spring/Back to School
20050423	23-04-2005	23-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	113	2005113	17	17	200517	7	Sat	0	None	None	Spring/Back to School
20050424	24-04-2005	24-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	114	2005114	18	18	200518	1	Sun	0	None	None	Spring/Back to School
20050425	25-04-2005	25-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	115	2005115	18	18	200518	2	Mon	1	None	None	Spring/Back to School
20050426	26-04-2005	26-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	116	2005116	18	18	200518	3	Tue	1	None	None	Spring/Back to School
20050427	27-04-2005	27-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	117	2005117	18	18	200518	4	Wed	1	None	None	Spring/Back to School
20050428	28-04-2005	28-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	118	2005118	18	18	200518	5	Thu	1	None	None	Spring/Back to School
20050429	29-04-2005	29-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	119	2005119	18	18	200518	6	Fri	1	None	None	Spring/Back to School
20050430	30-04-2005	30-04-2005 12:00:00 AM	2005	2005	2	200502	Q2	4	200504	April	Apr	120	2005120	18	18	200518	7	Sat	0	None	None	Spring/Back to School
20050501	01-05-2005	01-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	121	2005121	19	19	200519	1	Sun	0	None	None	Tax Time/Summer
20050502	02-05-2005	02-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	122	2005122	19	19	200519	2	Mon	1	None	None	Tax Time/Summer
20050503	03-05-2005	03-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	123	2005123	19	19	200519	3	Tue	1	None	None	Tax Time/Summer
20050504	04-05-2005	04-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	124	2005124	19	19	200519	4	Wed	1	None	None	Tax Time/Summer
20050505	05-05-2005	05-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	125	2005125	19	19	200519	5	Thu	1	None	None	Tax Time/Summer
20050506	06-05-2005	06-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	126	2005126	19	19	200519	6	Fri	1	None	None	Tax Time/Summer
20050507	07-05-2005	07-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	127	2005127	19	19	200519	7	Sat	0	None	None	Tax Time/Summer
20050508	08-05-2005	08-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	128	2005128	20	20	200520	1	Sun	0	None	None	Tax Time/Summer
20050509	09-05-2005	09-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	129	2005129	20	20	200520	2	Mon	1	None	None	Tax Time/Summer
20050510	10-05-2005	10-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	130	2005130	20	20	200520	3	Tue	1	None	None	Tax Time/Summer
20050511	11-05-2005	11-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	131	2005131	20	20	200520	4	Wed	1	None	None	Tax Time/Summer
20050512	12-05-2005	12-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	132	2005132	20	20	200520	5	Thu	1	None	None	Tax Time/Summer
20050513	13-05-2005	13-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	133	2005133	20	20	200520	6	Fri	1	None	None	Tax Time/Summer
20050514	14-05-2005	14-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	134	2005134	20	20	200520	7	Sat	0	None	None	Tax Time/Summer
20050515	15-05-2005	15-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	135	2005135	21	21	200521	1	Sun	0	None	None	Tax Time/Summer
20050516	16-05-2005	16-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	136	2005136	21	21	200521	2	Mon	1	None	None	Tax Time/Summer
20050517	17-05-2005	17-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	137	2005137	21	21	200521	3	Tue	1	None	None	Tax Time/Summer
20050518	18-05-2005	18-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	138	2005138	21	21	200521	4	Wed	1	None	None	Tax Time/Summer
20050519	19-05-2005	19-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	139	2005139	21	21	200521	5	Thu	1	None	None	Tax Time/Summer
20050520	20-05-2005	20-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	140	2005140	21	21	200521	6	Fri	1	None	None	Tax Time/Summer
20050521	21-05-2005	21-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	141	2005141	21	21	200521	7	Sat	0	None	None	Tax Time/Summer
20050522	22-05-2005	22-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	142	2005142	22	22	200522	1	Sun	0	None	None	Tax Time/Summer
20050523	23-05-2005	23-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	143	2005143	22	22	200522	2	Mon	1	None	None	Tax Time/Summer
20050524	24-05-2005	24-05-2005 12:00:00 AM	2005	2005	2	200502	Q2	5	200505	May	May	144	2005144	22	22	200522	3	Tue	1	None	None	Tax Time/Summer
