ProductLabel,CurrencyKey,UnitCost,SCD_EffectiveDate
203012,1,272.6616,01-10-2013
203013,1,367.43,01-10-2013
203014,1,283.7238,01-10-2013
203015,1,282.5928,01-10-2013
203016,1,287.5608,01-10-2013
203017,1,283.7238,01-10-2013
203018,1,347.1552,01-10-2013
203019,1,164.6352,01-10-2013
203020,1,302.6655,01-10-2013
203021,1,148.608,01-10-2013
203022,1,165.132,01-10-2013
203023,1,275.46,01-10-2013
203024,1,269.5098,01-10-2013
203025,1,260.0441,01-10-2013
203026,1,331.0832,01-10-2013
203027,1,342.198,01-10-2013
203028,1,272.6616,01-10-2013
203029,1,367.43,01-10-2013
203030,1,283.7238,01-10-2013
203031,1,282.5928,01-10-2013
203032,1,287.5608,01-10-2013
203033,1,283.7238,01-10-2013
203034,1,347.1552,01-10-2013
203035,1,164.6352,01-10-2013
203036,1,302.6655,01-10-2013
203037,1,148.608,01-10-2013
203038,1,165.132,01-10-2013
203039,1,275.46,01-10-2013
203040,1,269.5098,01-10-2013
203041,1,260.0441,01-10-2013
203042,1,331.0832,01-10-2013
203043,1,342.198,01-10-2013
203044,1,272.6616,01-10-2013
203045,1,367.43,01-10-2013
203046,1,283.7238,01-10-2013
203047,1,282.5928,01-10-2013
203048,1,287.5608,01-10-2013
203049,1,164.6352,01-10-2013
203050,1,181.1484,01-10-2013
203051,1,318.1032,01-10-2013
203052,1,225.2016,01-10-2013
203053,1,213.0624,01-10-2013
203054,1,231.6161,01-10-2013
203055,1,181.1484,01-10-2013
203056,1,160.5667,01-10-2013
203057,1,198.1692,01-10-2013
203058,1,109.5768,01-10-2013
203059,1,250.5681,01-10-2013
203060,1,264.2976,01-10-2013
203061,1,189.0462,01-10-2013
203062,1,164.6352,01-10-2013
203063,1,181.1484,01-10-2013
203064,1,318.1032,01-10-2013
203065,1,225.2016,01-10-2013
203066,1,213.0624,01-10-2013
203067,1,231.6161,01-10-2013
203068,1,181.1484,01-10-2013
203069,1,160.5667,01-10-2013
203070,1,198.1692,01-10-2013
203071,1,109.5768,01-10-2013
203072,1,250.5681,01-10-2013
203073,1,264.2976,01-10-2013
203074,1,189.0462,01-10-2013
203075,1,164.6352,01-10-2013
203076,1,181.1484,01-10-2013
203077,1,318.1032,01-10-2013
203078,1,225.2016,01-10-2013
203079,1,213.0624,01-10-2013
203080,1,231.6161,01-10-2013
203081,1,181.1484,01-10-2013
203082,1,160.5667,01-10-2013
203083,1,198.1692,01-10-2013
203084,1,109.5768,01-10-2013
203085,1,250.5681,01-10-2013
203086,1,264.2976,01-10-2013
203087,1,189.0462,01-10-2013
203088,1,164.6352,01-10-2013
203089,1,181.1484,01-10-2013
203090,1,318.1032,01-10-2013
203091,1,225.2016,01-10-2013
203092,1,213.0624,01-10-2013
203093,1,231.6161,01-10-2013
203094,1,181.1484,01-10-2013
203095,1,160.5667,01-10-2013
203096,1,198.1692,01-10-2013
203097,1,109.5768,01-10-2013
203098,1,250.5681,01-10-2013
203099,1,264.2976,01-10-2013
203100,1,189.0462,01-10-2013
205001,1,248.3244,01-10-2013
205002,1,247.8276,01-10-2013
205003,1,164.6352,01-10-2013
205004,1,153.6192,01-10-2013
205005,1,142.614,01-10-2013
205006,1,148.1112,01-10-2013
205007,1,170.1432,01-10-2013
205008,1,109.5768,01-10-2013
205009,1,120.582,01-10-2013
205010,1,175.6512,01-10-2013
205011,1,330.99,01-10-2013
205012,1,296.5576,01-10-2013
205013,1,347.1552,01-10-2013
205014,1,163.404,01-10-2013
205015,1,183.2652,01-10-2013
205016,1,183.2652,01-10-2013
205017,1,248.3244,01-10-2013
205018,1,247.8276,01-10-2013
205019,1,164.6352,01-10-2013
205020,1,153.6192,01-10-2013
205021,1,142.614,01-10-2013
205022,1,148.1112,01-10-2013
205023,1,170.1432,01-10-2013
205024,1,109.5768,01-10-2013
205025,1,120.582,01-10-2013
205026,1,175.6512,01-10-2013
205027,1,330.99,01-10-2013
205028,1,296.5576,01-10-2013
205029,1,347.1552,01-10-2013
205030,1,163.404,01-10-2013
205031,1,183.2652,01-10-2013
205032,1,183.2652,01-10-2013
205033,1,248.3244,01-10-2013
205034,1,247.8276,01-10-2013
205035,1,164.6352,01-10-2013
205036,1,153.6192,01-10-2013
205037,1,142.614,01-10-2013
205038,1,148.1112,01-10-2013
205039,1,170.1432,01-10-2013
205040,1,109.5768,01-10-2013
205041,1,120.582,01-10-2013
205042,1,175.6512,01-10-2013
205043,1,330.99,01-10-2013
205044,1,296.5576,01-10-2013
205045,1,347.1552,01-10-2013
205046,1,163.404,01-10-2013
301001,1,429.03,01-10-2013
301002,1,437.0004,01-10-2013
301003,1,406.7604,01-10-2013
301004,1,480.2652,01-10-2013
301005,1,297.4968,01-10-2013
301006,1,393.2496,01-10-2013
301007,1,201.528,01-10-2013
301008,1,347.1552,01-10-2013
301009,1,327.294,01-10-2013
301010,1,291.0384,01-10-2013
301011,1,376.4664,01-10-2013
301012,1,210.8808,01-10-2013
301013,1,219.6936,01-10-2013
301014,1,185.004,01-10-2013
301015,1,176.202,01-10-2013
301016,1,211.9284,01-10-2013
301017,1,210.8592,01-10-2013
301018,1,200.1456,01-10-2013
301019,1,226.9188,01-10-2013
301020,1,181.6992,01-10-2013
301021,1,179.496,01-10-2013
301022,1,202.6296,01-10-2013
301023,1,209.2392,01-10-2013
301024,1,214.1856,01-10-2013
301025,1,464.8104,01-10-2013
301026,1,347.1552,01-10-2013
301027,1,210.8592,01-10-2013
301028,1,297.4968,01-10-2013
301029,1,376.4664,01-10-2013
301030,1,179.496,01-10-2013
301031,1,464.8104,01-10-2013
301032,1,347.1552,01-10-2013
301033,1,210.8592,01-10-2013
301034,1,297.4968,01-10-2013
301035,1,376.4664,01-10-2013
301036,1,179.496,01-10-2013
301037,1,464.8104,01-10-2013
301038,1,347.1552,01-10-2013
301039,1,210.8592,01-10-2013
301040,1,297.4968,01-10-2013
301041,1,376.4664,01-10-2013
301042,1,179.496,01-10-2013
301043,1,464.8104,01-10-2013
301044,1,347.1552,01-10-2013
301045,1,210.8592,01-10-2013
301046,1,297.4968,01-10-2013
301047,1,376.4664,01-10-2013
301048,1,179.496,01-10-2013
301049,1,464.8104,01-10-2013
301050,1,347.1552,01-10-2013
301051,1,210.8592,01-10-2013
301052,1,297.4968,01-10-2013
301053,1,464.8104,01-10-2013
301054,1,347.1552,01-10-2013
301055,1,210.8592,01-10-2013
301056,1,297.4968,01-10-2013
301057,1,376.4664,01-10-2013
301058,1,179.496,01-10-2013
301059,1,464.8104,01-10-2013
301060,1,347.1552,01-10-2013
301061,1,210.8592,01-10-2013
301062,1,297.4968,01-10-2013
301063,1,376.4664,01-10-2013
301064,1,179.496,01-10-2013
301065,1,464.8104,01-10-2013
301066,1,347.1552,01-10-2013
301067,1,464.8104,01-10-2013
301068,1,347.1552,01-10-2013
301069,1,210.8592,01-10-2013
301070,1,297.4968,01-10-2013
301071,1,376.4664,01-10-2013
301072,1,179.496,01-10-2013
301073,1,464.8104,01-10-2013
301074,1,347.1552,01-10-2013
301075,1,210.8592,01-10-2013
301076,1,297.4968,01-10-2013
301077,1,376.4664,01-10-2013
301078,1,179.496,01-10-2013
303001,1,321.05,01-10-2013
303002,1,283.7238,01-10-2013
303003,1,148.6404,01-10-2013
303004,1,203.1804,01-10-2013
303005,1,275.2488,01-10-2013
303006,1,232.9344,01-10-2013
303007,1,321.05,01-10-2013
303008,1,283.7238,01-10-2013
303009,1,148.6404,01-10-2013
303010,1,203.1804,01-10-2013
303011,1,275.2488,01-10-2013
303012,1,232.9344,01-10-2013
303013,1,321.05,01-10-2013
303014,1,284.1461,01-10-2013
303015,1,148.6404,01-10-2013
303016,1,203.1804,01-10-2013
303017,1,275.2488,01-10-2013
303018,1,321.05,01-10-2013
303019,1,283.7238,01-10-2013
303020,1,148.6404,01-10-2013
303021,1,203.1804,01-10-2013
303022,1,275.2488,01-10-2013
303023,1,304.48,01-10-2013
303024,1,264.7718,01-10-2013
303025,1,121.1112,01-10-2013
303026,1,126.5868,01-10-2013
303027,1,148.608,01-10-2013
303028,1,173.3292,01-10-2013
303029,1,304.48,01-10-2013
303030,1,264.7718,01-10-2013
303031,1,121.1112,01-10-2013
303032,1,126.5868,01-10-2013
303033,1,148.608,01-10-2013
303034,1,173.3292,01-10-2013
303035,1,304.48,01-10-2013
303036,1,264.7718,01-10-2013
303037,1,121.1112,01-10-2013
303038,1,126.5868,01-10-2013
303039,1,148.608,01-10-2013
303040,1,304.48,01-10-2013
303041,1,264.7718,01-10-2013
303042,1,121.1112,01-10-2013
303043,1,126.5868,01-10-2013
303044,1,148.608,01-10-2013
303045,1,165.132,01-10-2013
304001,1,271.35,01-10-2013
304002,1,287.92,01-10-2013
304003,1,211.2427,01-10-2013
304004,1,231.7191,01-10-2013
304005,1,122.6833,01-10-2013
304006,1,132.149,01-10-2013
304007,1,69.0336,01-10-2013
304008,1,88.9056,01-10-2013
304009,1,54.5076,01-10-2013
304010,1,71.0316,01-10-2013
304011,1,54.5076,01-10-2013
304012,1,37.9944,01-10-2013
304013,1,32.4864,01-10-2013
304014,1,26.9784,01-10-2013
304015,1,271.35,01-10-2013
304016,1,287.92,01-10-2013
304017,1,211.2427,01-10-2013
304018,1,231.7191,01-10-2013
304019,1,122.6833,01-10-2013
304020,1,132.149,01-10-2013
304021,1,69.0336,01-10-2013
304022,1,88.9056,01-10-2013
304023,1,54.5076,01-10-2013
304024,1,71.0316,01-10-2013
304025,1,54.5076,01-10-2013
304026,1,37.9944,01-10-2013
304027,1,32.4864,01-10-2013
304028,1,26.9784,01-10-2013
304029,1,271.35,01-10-2013
304030,1,310.9536,01-10-2013
304031,1,211.2427,01-10-2013
304032,1,231.7191,01-10-2013
304033,1,122.6833,01-10-2013
304034,1,132.149,01-10-2013
304035,1,76.5396,01-10-2013
304036,1,88.9056,01-10-2013
304037,1,54.5076,01-10-2013
304038,1,71.0316,01-10-2013
304039,1,54.5076,01-10-2013
304040,1,24.6888,01-10-2013
304041,1,32.4864,01-10-2013
304042,1,32.2056,01-10-2013
304043,1,271.35,01-10-2013
304044,1,310.9536,01-10-2013
304045,1,211.2427,01-10-2013
304046,1,231.7191,01-10-2013
304047,1,122.6833,01-10-2013
304048,1,132.149,01-10-2013
304049,1,76.5396,01-10-2013
304050,1,88.9056,01-10-2013
304051,1,54.5076,01-10-2013
304052,1,71.0316,01-10-2013
304053,1,54.5076,01-10-2013
304054,1,24.6888,01-10-2013
304055,1,32.4864,01-10-2013
304056,1,32.2056,01-10-2013
304057,1,293.058,01-10-2013
304058,1,287.92,01-10-2013
304059,1,211.2427,01-10-2013
304060,1,231.7191,01-10-2013
304061,1,122.6833,01-10-2013
304062,1,132.149,01-10-2013
304063,1,76.5396,01-10-2013
304064,1,88.9056,01-10-2013
304065,1,54.5076,01-10-2013
304066,1,71.0316,01-10-2013
304067,1,54.5076,01-10-2013
304068,1,293.058,01-10-2013
304069,1,287.92,01-10-2013
304070,1,211.2427,01-10-2013
304071,1,231.7191,01-10-2013
304072,1,122.6833,01-10-2013
304073,1,132.149,01-10-2013
304074,1,76.5396,01-10-2013
304075,1,88.9056,01-10-2013
304076,1,54.5076,01-10-2013
304077,1,71.0316,01-10-2013
304078,1,54.5076,01-10-2013
305001,1,821.2104,01-10-2013
305002,1,894.2076,01-10-2013
305003,1,347.1552,01-10-2013
305004,1,496.152,01-10-2013
305005,1,126.09,01-10-2013
305006,1,274.752,01-10-2013
305007,1,152.08,01-10-2013
305008,1,102.0318,01-10-2013
305009,1,118.8929,01-10-2013
305010,1,94.3596,01-10-2013
305011,1,76.5396,01-10-2013
305012,1,60.0156,01-10-2013
305013,1,821.2104,01-10-2013
305014,1,894.2076,01-10-2013
305015,1,347.1552,01-10-2013
305016,1,496.152,01-10-2013
305017,1,126.09,01-10-2013
305018,1,274.752,01-10-2013
305019,1,152.08,01-10-2013
305020,1,102.0318,01-10-2013
305021,1,118.8929,01-10-2013
305022,1,94.3596,01-10-2013
305023,1,76.5396,01-10-2013
305024,1,60.0156,01-10-2013
305025,1,821.2104,01-10-2013
305026,1,894.2076,01-10-2013
305027,1,347.1552,01-10-2013
305028,1,496.152,01-10-2013
305029,1,126.09,01-10-2013
305030,1,274.752,01-10-2013
305031,1,152.08,01-10-2013
305032,1,102.0318,01-10-2013
305033,1,118.8929,01-10-2013
305034,1,94.3596,01-10-2013
305035,1,76.5396,01-10-2013
305036,1,60.0156,01-10-2013
305037,1,821.2104,01-10-2013
305038,1,827.97,01-10-2013
305039,1,347.1552,01-10-2013
305040,1,496.152,01-10-2013
305041,1,126.09,01-10-2013
305042,1,274.752,01-10-2013
305043,1,156.6424,01-10-2013
305044,1,141.625,01-10-2013
305045,1,85.6548,01-10-2013
305046,1,67.986,01-10-2013
305047,1,76.5396,01-10-2013
305048,1,60.0156,01-10-2013
305049,1,821.2104,01-10-2013
305050,1,827.97,01-10-2013
305051,1,347.1552,01-10-2013
305052,1,496.152,01-10-2013
305053,1,126.09,01-10-2013
305054,1,274.752,01-10-2013
305055,1,156.6424,01-10-2013
305056,1,141.625,01-10-2013
305057,1,85.6548,01-10-2013
305058,1,67.986,01-10-2013
305059,1,76.5396,01-10-2013
305060,1,60.0156,01-10-2013
305061,1,821.2104,01-10-2013
305062,1,827.97,01-10-2013
305063,1,347.1552,01-10-2013
305064,1,496.152,01-10-2013
305065,1,126.09,01-10-2013
305066,1,274.752,01-10-2013
305067,1,156.6424,01-10-2013
305068,1,141.625,01-10-2013
305069,1,85.6548,01-10-2013
305070,1,67.986,01-10-2013
305071,1,76.5396,01-10-2013
305072,1,60.0156,01-10-2013
305073,1,783.1914,01-10-2013
305074,1,852.8091,01-10-2013
305075,1,347.1552,01-10-2013
305076,1,496.152,01-10-2013
305077,1,126.09,01-10-2013
305078,1,274.752,01-10-2013
305079,1,152.08,01-10-2013
305080,1,102.0318,01-10-2013
305081,1,118.8929,01-10-2013
305082,1,94.3596,01-10-2013
305083,1,76.5396,01-10-2013
305084,1,783.1914,01-10-2013
305085,1,852.8091,01-10-2013
305086,1,347.1552,01-10-2013
305087,1,496.152,01-10-2013
305088,1,126.09,01-10-2013
305089,1,274.752,01-10-2013
305090,1,152.08,01-10-2013
305091,1,102.0318,01-10-2013
305092,1,118.8929,01-10-2013
305093,1,94.3596,01-10-2013
305094,1,76.5396,01-10-2013
305095,1,783.1914,01-10-2013
305096,1,852.8091,01-10-2013
305097,1,347.1552,01-10-2013
305098,1,496.152,01-10-2013
305099,1,126.09,01-10-2013
305100,1,274.752,01-10-2013
305101,1,152.08,01-10-2013
305102,1,102.0318,01-10-2013
305103,1,118.8929,01-10-2013
306001,1,78.9696,01-10-2013
306002,1,83.9376,01-10-2013
306003,1,43.5024,01-10-2013
306004,1,71.3275,01-10-2013
306005,1,78.3648,01-10-2013
306006,1,44.36,01-10-2013
306007,1,43.5024,01-10-2013
306008,1,50.1012,01-10-2013
306009,1,42.9516,01-10-2013
306010,1,57.6072,01-10-2013
306011,1,60.0912,01-10-2013
306012,1,67.5432,01-10-2013
306013,1,64.0656,01-10-2013
306014,1,79.4664,01-10-2013
306015,1,72.66,01-10-2013
306016,1,70.5756,01-10-2013
306017,1,74.79,01-10-2013
306018,1,54.26,01-10-2013
306019,1,78.9696,01-10-2013
306020,1,81.5832,01-10-2013
306021,1,84.4452,01-10-2013
306022,1,88.7436,01-10-2013
306023,1,81.9396,01-10-2013
306024,1,56.16,01-10-2013
306025,1,80.9568,01-10-2013
306026,1,94.3596,01-10-2013
306027,1,73.008,01-10-2013
306028,1,93.366,01-10-2013
306029,1,97.3404,01-10-2013
306030,1,78.9696,01-10-2013
306031,1,83.9376,01-10-2013
306032,1,43.5024,01-10-2013
306033,1,71.3275,01-10-2013
306034,1,78.3648,01-10-2013
306035,1,44.36,01-10-2013
306036,1,43.5024,01-10-2013
306037,1,50.1012,01-10-2013
306038,1,42.9516,01-10-2013
306039,1,57.6072,01-10-2013
306040,1,60.0912,01-10-2013
306041,1,67.5432,01-10-2013
306042,1,64.0656,01-10-2013
306043,1,79.4664,01-10-2013
306044,1,72.66,01-10-2013
306045,1,70.5756,01-10-2013
306046,1,74.79,01-10-2013
306047,1,54.26,01-10-2013
306048,1,78.9696,01-10-2013
306049,1,81.5832,01-10-2013
306050,1,84.4452,01-10-2013
306051,1,88.7436,01-10-2013
306052,1,81.9396,01-10-2013
306053,1,56.16,01-10-2013
306054,1,80.9568,01-10-2013
306055,1,94.3596,01-10-2013
306056,1,73.008,01-10-2013
306057,1,93.366,01-10-2013
306058,1,97.3404,01-10-2013
306059,1,78.9696,01-10-2013
306060,1,83.9376,01-10-2013
306061,1,43.5024,01-10-2013
306062,1,71.3275,01-10-2013
306063,1,78.3648,01-10-2013
306064,1,44.36,01-10-2013
306065,1,43.5024,01-10-2013
306066,1,50.1012,01-10-2013
306067,1,42.9516,01-10-2013
306068,1,57.6072,01-10-2013
306069,1,60.0912,01-10-2013
306070,1,67.5432,01-10-2013
306071,1,64.0656,01-10-2013
306072,1,79.4664,01-10-2013
306073,1,72.66,01-10-2013
306074,1,70.5756,01-10-2013
306075,1,74.79,01-10-2013
306076,1,54.26,01-10-2013
306077,1,78.9696,01-10-2013
306078,1,81.5832,01-10-2013
306079,1,84.4452,01-10-2013
306080,1,88.7436,01-10-2013
306081,1,81.9396,01-10-2013
306082,1,56.16,01-10-2013
306083,1,80.9568,01-10-2013
306084,1,94.3596,01-10-2013
306085,1,73.008,01-10-2013
306086,1,93.366,01-10-2013
306087,1,97.3404,01-10-2013
306088,1,60.0912,01-10-2013
306089,1,67.5432,01-10-2013
306090,1,64.0656,01-10-2013
306091,1,75.7874,01-10-2013
306092,1,78.4728,01-10-2013
306093,1,68.52,01-10-2013
306094,1,69.25,01-10-2013
306095,1,58.6008,01-10-2013
306096,1,78.9696,01-10-2013
306097,1,75.54,01-10-2013
306098,1,84.4452,01-10-2013
306099,1,82.17,01-10-2013
306100,1,75.87,01-10-2013
306101,1,56.16,01-10-2013
308001,1,7.128,01-10-2013
308002,1,21.9672,01-10-2013
308003,1,9.9036,01-10-2013
308004,1,8.1972,01-10-2013
308005,1,7.128,01-10-2013
308006,1,7.4304,01-10-2013
308007,1,7.8177,01-10-2013
308008,1,4.7196,01-10-2013
308009,1,6.3288,01-10-2013
308010,1,5.2272,01-10-2013
308011,1,5.7132,01-10-2013
308012,1,16.4592,01-10-2013
308013,1,14.04,01-10-2013
308014,1,14.85,01-10-2013
308015,1,13.8564,01-10-2013
308016,1,13.2149,01-10-2013
308017,1,6.5556,01-10-2013
308018,1,7.09,01-10-2013
308019,1,9.3096,01-10-2013
308020,1,11.5669,01-10-2013
308021,1,11.8692,01-10-2013
308022,1,13.6166,01-10-2013
308023,1,15.27,01-10-2013
308024,1,10.962,01-10-2013
308025,1,8.532,01-10-2013
308026,1,9.4039,01-10-2013
308027,1,12.0304,01-10-2013
308028,1,26.97,01-10-2013
308029,1,8.7588,01-10-2013
308030,1,6.5556,01-10-2013
308031,1,8.3533,01-10-2013
308032,1,8.137,01-10-2013
308033,1,5.29,01-10-2013
308034,1,10.99,01-10-2013
308035,1,7.6572,01-10-2013
308036,1,7.128,01-10-2013
308037,1,21.9672,01-10-2013
308038,1,9.9036,01-10-2013
308039,1,8.1972,01-10-2013
308040,1,7.128,01-10-2013
308041,1,7.4304,01-10-2013
308042,1,7.8177,01-10-2013
308043,1,4.7196,01-10-2013
308044,1,6.3288,01-10-2013
308045,1,5.2272,01-10-2013
308046,1,5.7132,01-10-2013
308047,1,16.4592,01-10-2013
308048,1,14.04,01-10-2013
308049,1,14.85,01-10-2013
308050,1,13.8564,01-10-2013
308051,1,13.2149,01-10-2013
308052,1,6.5556,01-10-2013
308053,1,7.09,01-10-2013
308054,1,9.3096,01-10-2013
308055,1,11.5669,01-10-2013
308056,1,11.8692,01-10-2013
308057,1,13.6166,01-10-2013
308058,1,15.27,01-10-2013
308059,1,10.962,01-10-2013
308060,1,8.532,01-10-2013
308061,1,9.13,01-10-2013
308062,1,11.68,01-10-2013
308063,1,26.97,01-10-2013
308064,1,8.7588,01-10-2013
308065,1,6.5556,01-10-2013
308066,1,7.128,01-10-2013
308067,1,21.9672,01-10-2013
308068,1,9.9036,01-10-2013
308069,1,8.1972,01-10-2013
308070,1,7.128,01-10-2013
308071,1,7.4304,01-10-2013
308072,1,7.8177,01-10-2013
308073,1,4.7196,01-10-2013
308074,1,6.3288,01-10-2013
308075,1,5.2272,01-10-2013
308076,1,5.7132,01-10-2013
308077,1,16.4592,01-10-2013
308078,1,14.04,01-10-2013
308079,1,14.85,01-10-2013
308080,1,13.8564,01-10-2013
308081,1,13.2149,01-10-2013
308082,1,6.5556,01-10-2013
308083,1,7.09,01-10-2013
308084,1,9.3096,01-10-2013
308085,1,11.5669,01-10-2013
308086,1,11.8692,01-10-2013
308087,1,13.6166,01-10-2013
308088,1,15.27,01-10-2013
308089,1,10.962,01-10-2013
308090,1,8.532,01-10-2013
308091,1,9.13,01-10-2013
308092,1,11.68,01-10-2013
